,Wounded,Gender of Victims (M/F/Both),Targeted Specific Victim(s),Suicide (or attempted suicide) by Shooter (Y/N),Pre-planned school attack,Day of week (formula),School Type,Number of Shooters,Killed
560,0.0,0,1,0,0,3,2,1.0,1
561,1.0,1,1,0,0,3,2,1.0,1
562,0.0,0,1,1,0,0,2,1.0,1
563,2.0,0,-1,0,0,1,1,0,0
564,0.0,0,1,0,0,3,2,1.0,1
565,0.0,0,-1,0,0,0,2,0,1
566,1.0,0,1,1,0,1,2,1.0,1
567,0,0,1,0,0,2,2,1.0,1
568,0.0,0,1,1,0,1,2,1.0,1
569,2.0,2,1,0,0,4,2,1.0,0
570,0.0,0,1,0,0,2,-1,1.0,1
571,0,1,1,0,0,2,0,1.0,2
572,1.0,0,1,0,0,4,2,1.0,1
573,0.0,0,1,0,0,2,2,1.0,1
574,0.0,0,1,0,0,0,2,1.0,1
575,0.0,0,1,-1,-1,2,2,0,1
576,3.0,0,1,0,0,2,2,1.0,1
577,0.0,0,1,0,0,0,1,1.0,1
578,2.0,0,0,0,1,2,2,1.0,2
579,0.0,1,1,1,0,3,2,1.0,1
580,0.0,0,1,0,0,0,2,1.0,1
581,0.0,0,-1,0,0,3,2,0,1
582,0.0,0,1,0,0,0,2,1.0,1
583,0.0,0,-1,0,0,2,2,0,1
584,1.0,0,1,0,0,1,2,1.0,0
585,1.0,0,0,0,0,0,2,1.0,0
586,7.0,2,1,0,1,2,2,1.0,3
587,2.0,2,1,0,0,4,2,1.0,1
588,0.0,0,1,1,0,1,2,1.0,1
589,1.0,0,1,0,0,2,1,1.0,0
590,1.0,1,1,0,0,0,2,0,1
591,0.0,2,1,1,0,2,2,1.0,2
592,1.0,0,1,0,0,4,2,1.0,1
593,0.0,0,1,0,0,3,0,1.0,1
594,5.0,2,0,0,1,0,2,1.0,3
595,2.0,2,0,0,0,0,2,1.0,0
596,0.0,0,1,1,0,3,2,1.0,2
597,0.0,0,1,1,0,2,2,1.0,1
598,0.0,0,1,0,0,4,2,1.0,1
599,10.0,2,0,0,1,1,1,2.0,5
600,0.0,0,1,1,0,2,2,1.0,1
601,0.0,0,1,0,0,2,1,1.0,0
602,0.0,1,1,1,0,0,1,1.0,1
603,0.0,-1,0,0,0,1,1,1.0,0
604,2.0,0,-1,0,0,3,2,0,0
605,3.0,0,0,0,0,4,1,1.0,1
606,1.0,0,1,0,0,1,0,1.0,0
607,1.0,0,1,0,0,1,0,1.0,2
608,1.0,0,1,0,0,4,2,1.0,0
609,1.0,1,1,0,0,4,0,1.0,1
610,0.0,0,1,0,0,1,2,1.0,1
611,23.0,2,0,0,1,3,2,1.0,4
612,0.0,0,1,1,0,3,2,1.0,1
613,0.0,0,1,1,0,3,2,1.0,1
614,1.0,0,1,0,0,2,1,0,1
615,0.0,2,1,1,0,4,2,1.0,2
616,2.0,2,1,0,0,0,2,1.0,0
617,1.0,0,1,0,0,4,2,1.0,0
618,3.0,0,1,0,0,2,2,2.0,0
619,1.0,0,1,0,0,2,2,1.0,0
620,0.0,0,1,0,0,1,2,2.0,1
621,1.0,1,1,1,0,0,0,1.0,0
622,1.0,1,1,0,0,3,0,1.0,0
623,1.0,0,0,0,0,4,1,1.0,0
624,0.0,2,1,1,0,4,2,2.0,2
625,2.0,0,1,0,0,3,2,1.0,0
626,0.0,0,1,1,0,3,2,1.0,1
627,1.0,0,1,0,0,3,2,1.0,1
628,0.0,1,0,0,0,3,3,1.0,0
629,1.0,0,1,1,0,3,2,1.0,1
630,0.0,-1,0,0,0,4,-1,1.0,0
631,21.0,2,1,1,1,1,2,2.0,15
632,1.0,1,1,0,0,3,1,1.0,0
633,0.0,0,1,0,0,3,1,1.0,1
634,6.0,2,0,0,1,3,2,1.0,0
635,0.0,1,1,1,0,2,2,1.0,1
636,0.0,0,1,1,0,3,2,1.0,1
637,1.0,1,0,0,0,0,0,1.0,0
638,1.0,0,0,0,0,0,2,1.0,0
639,2.0,0,1,0,0,0,2,1.0,0
640,1.0,0,1,0,0,3,2,1.0,0
641,0.0,0,1,1,0,1,2,1.0,2
642,0.0,0,1,0,0,1,2,1.0,1
643,1.0,0,0,0,0,2,2,1.0,0
644,0.0,0,1,0,0,4,1,1.0,1
645,6.0,2,0,0,0,0,1,1.0,0
646,0.0,0,1,0,0,0,2,1.0,0
647,0.0,-1,1,0,0,3,2,1.0,0
648,0.0,0,0,0,0,2,2,1.0,1
649,0.0,-1,0,0,1,3,2,1.0,0
650,0.0,0,1,0,0,2,0,1.0,0
651,1.0,1,1,0,0,2,2,1.0,0
652,0.0,0,1,0,0,3,1,1.0,0
653,1.0,0,0,0,0,0,0,1.0,0
654,0.0,0,1,0,0,1,0,1.0,1
655,1.0,0,-1,0,0,4,2,1.0,2
656,0.0,-1,-1,0,0,3,0,1.0,0
657,1.0,1,1,0,0,3,2,1.0,0
658,1.0,1,1,0,0,0,1,1.0,0
659,1.0,0,1,1,0,1,2,0,0
660,0.0,1,1,1,0,2,0,1.0,2
661,0.0,0,1,0,0,4,1,1.0,1
662,0.0,-1,0,0,1,0,1,1.0,0
663,0.0,0,1,0,0,2,2,1.0,1
664,0.0,1,1,0,0,1,0,1.0,1
665,0.0,-1,0,0,0,0,1,1.0,0
666,2.0,0,1,0,0,1,1,2.0,0
667,2.0,0,-1,0,0,3,2,0,0
668,0.0,-1,0,0,0,1,0,1.0,0
669,0.0,-1,-1,0,0,2,2,1.0,0
670,0.0,0,1,1,0,4,2,1.0,1
671,1.0,0,1,0,0,4,2,1.0,0
672,0.0,0,-1,0,0,3,2,0,1
673,0.0,0,1,0,0,3,0,0,1
674,1.0,0,0,0,0,2,2,1.0,0
675,0.0,0,0,0,0,2,2,1.0,1
676,0.0,0,1,0,0,2,2,1.0,1
677,3.0,-1,-1,0,0,4,2,1.0,0
678,0.0,0,1,1,0,4,2,1.0,1
679,13.0,2,0,0,1,0,2,1.0,2
680,1.0,0,1,0,0,1,2,1.0,0
681,1.0,1,1,0,0,2,2,1.0,0
682,0.0,-1,0,0,0,2,2,1.0,0
683,6.0,2,0,0,0,3,2,1.0,0
684,0.0,0,1,0,0,4,2,1.0,1
685,0.0,1,1,1,0,0,2,1.0,1
686,0.0,-1,0,0,0,1,2,1.0,0
687,0.0,-1,-1,0,-1,4,2,1.0,0
688,0.0,0,-1,0,0,2,2,0,1
689,0.0,0,0,1,0,1,2,1.0,1
690,0.0,0,0,-1,-1,3,2,0,1
691,1.0,0,-1,0,0,0,2,1.0,0
692,0.0,1,1,0,0,2,0,1.0,1
693,1.0,0,1,0,0,4,2,1.0,0
694,0.0,0,1,1,0,4,2,1.0,1
695,1.0,0,0,0,0,4,2,1.0,0
696,1.0,0,0,0,0,4,2,0.0,0
697,0.0,0,1,1,0,0,2,1.0,1
698,0.0,-1,-1,0,0,4,2,1.0,0
699,0.0,-1,1,0,1,4,2,1.0,0
700,2.0,0,1,0,0,1,2,1.0,0
701,0.0,-1,0,0,0,3,2,1.0,0
702,2.0,2,1,0,0,4,2,1.0,0
703,2.0,2,1,0,0,2,2,1.0,0
704,3.0,2,1,0,0,3,2,1.0,0
705,0.0,-1,1,0,1,4,1,1.0,0
706,0.0,0,0,-1,-1,5,0,1.0,1
707,0.0,0,0,0,0,4,2,1.0,1
708,0.0,1,1,1,0,4,2,1.0,1
709,0.0,0,1,0,0,4,2,1.0,0
710,1.0,0,0,0,0,0,1,1.0,0
711,1.0,0,1,0,0,1,2,1.0,0
712,1.0,2,1,0,0,3,1,1.0,1
713,2.0,0,-1,0,0,4,0,0,0
714,0.0,-1,1,0,-1,4,2,1.0,0
715,1.0,0,0,0,0,0,2,1.0,0
716,2.0,2,-1,1,-1,1,1,1.0,1
717,1.0,2,1,0,0,2,2,1.0,1
718,0.0,-1,1,0,0,3,1,1.0,0
719,0.0,-1,1,0,0,3,2,1.0,0
720,0.0,-1,1,0,0,2,2,1.0,0
721,1.0,0,1,1,0,1,2,1.0,0
722,0.0,0,1,1,0,4,2,1.0,1
723,0.0,0,1,0,0,6,2,1.0,1
724,1.0,0,1,0,0,1,2,1.0,0
725,4.0,2,1,0,0,0,2,3.0,1
726,1.0,0,0,0,0,0,2,1.0,0
727,0.0,1,1,1,0,2,1,1.0,1
728,0.0,0,1,1,0,3,1,1.0,2
729,0.0,0,1,1,0,1,2,1.0,1
730,0.0,0,-1,1,1,2,1,1.0,1
731,0.0,0,1,0,0,2,2,1.0,1
732,0.0,-1,-1,0,0,2,1,1.0,0
733,2.0,0,1,0,0,2,2,1.0,0
734,1.0,0,-1,0,0,0,2,1.0,0
735,0.0,0,1,0,0,2,2,1.0,2
736,0.0,-1,1,0,-1,3,1,1.0,0
737,2.0,0,1,1,0,2,2,1.0,0
738,1.0,0,1,0,0,1,2,1.0,0
739,0.0,-1,-1,0,0,2,2,1.0,0
740,1.0,2,1,0,0,3,2,1.0,1
741,0.0,1,0,0,0,5,2,1.0,1
742,2.0,0,0,0,0,3,2,1.0,0
743,0.0,0,1,0,0,1,0,1.0,1
744,1.0,1,0,0,0,3,2,1.0,0
745,1.0,0,1,0,0,4,2,1.0,0
746,0.0,-1,-1,0,-1,2,2,0,0
747,1.0,0,1,0,0,0,2,1.0,0
748,2.0,0,1,0,0,0,0,1.0,1
749,1.0,1,0,0,0,3,2,1.0,0
750,0.0,0,1,0,0,2,0,1.0,2
751,1.0,0,1,0,0,0,2,1.0,1
752,1.0,0,0,0,0,1,0,1.0,0
753,0.0,-1,1,-1,-1,4,2,0,0
754,1.0,0,-1,0,1,0,2,1.0,0
755,1.0,2,1,0,0,2,0,2.0,1
756,1.0,0,1,0,0,4,2,1.0,0
757,0.0,1,1,1,0,4,2,1.0,1
758,2.0,2,1,0,0,4,2,1.0,0
759,0.0,0,1,1,0,2,1,1.0,1
760,0.0,-1,-1,0,0,1,2,1.0,0
761,4.0,0,1,0,0,4,2,2.0,0
762,2.0,2,1,0,0,2,2,1.0,0
763,0.0,2,1,1,0,0,2,1.0,2
764,2.0,0,1,0,0,2,2,1.0,0
765,1.0,0,1,0,0,1,2,1.0,0
766,0.0,-1,1,0,0,1,2,1.0,0
767,0.0,0,1,0,0,0,2,1.0,1
768,1.0,0,1,0,0,6,2,1.0,0
769,0.0,-1,1,0,0,2,2,1.0,0
770,1.0,1,1,0,0,5,0,1.0,0
771,0.0,0,1,1,0,3,2,1.0,1
772,0.0,0,1,0,0,1,0,2.0,2
773,1.0,0,1,0,0,4,2,1.0,0
774,2.0,0,1,0,0,3,2,1.0,0
775,0.0,0,1,0,0,4,0,0,1
776,1.0,0,1,0,0,0,0,2.0,0
777,1.0,0,1,0,0,0,2,1.0,0
778,1.0,0,1,0,0,1,2,1.0,0
779,0.0,-1,0,0,0,2,1,1.0,0
780,1.0,0,0,0,0,4,2,1.0,0
781,0.0,0,1,1,-1,3,2,1.0,1
782,1.0,0,1,0,0,0,2,1.0,0
783,1.0,2,1,1,0,4,3,1.0,1
784,0.0,0,1,0,0,2,2,1.0,1
785,1.0,0,1,0,0,1,2,1.0,0
786,0.0,-1,1,0,0,2,2,1.0,0
787,1.0,1,0,0,0,4,2,1.0,0
788,1.0,1,-1,0,0,1,2,1.0,0
789,0.0,1,1,0,0,2,2,1.0,1
790,1.0,0,1,0,0,2,2,1.0,0
791,1.0,0,-1,0,0,3,0,1.0,0
792,1.0,0,0,0,0,0,0,1.0,0
793,2.0,0,1,0,0,2,2,1.0,1
794,0.0,1,0,0,0,3,2,1.0,1
795,1.0,0,0,0,0,3,2,1.0,0
796,7.0,2,0,1,1,0,2,1.0,10
797,1.0,0,0,0,0,0,2,1.0,0
798,1.0,1,0,0,0,3,2,1.0,0
799,1.0,0,0,0,0,2,2,1.0,0
800,1.0,0,1,0,0,3,2,1.0,0
801,0.0,-1,0,0,0,2,2,1.0,0
802,1.0,1,-1,0,0,4,2,1.0,0
803,1.0,0,1,0,0,5,2,1.0,0
804,0.0,2,1,1,0,1,0,1.0,2
805,2.0,0,0,0,0,4,0,1.0,0
806,1.0,0,0,0,0,1,2,1.0,0
807,2.0,1,0,0,0,1,3,1.0,0
808,2.0,-1,-1,0,0,2,2,1.0,0
809,3.0,0,1,0,0,6,0,0,0
810,2.0,0,0,0,0,0,2,1.0,1
811,1.0,0,1,0,0,1,2,2.0,0
812,0.0,0,1,0,0,2,0,1.0,1
813,2.0,0,1,0,0,4,2,1.0,0
814,1.0,0,0,0,1,3,1,0,0
815,0.0,-1,1,0,0,3,2,1.0,0
816,1.0,0,1,0,0,4,2,1.0,0
817,1.0,0,1,0,0,1,2,1.0,0
818,2.0,2,-1,0,0,5,2,0,0
819,0.0,-1,0,0,0,1,2,1.0,0
820,1.0,0,1,0,0,4,2,1.0,0
821,1.0,0,1,0,0,2,2,1.0,0
822,1.0,0,1,0,0,3,2,1.0,0
823,0.0,0,1,0,0,3,0,0,1
824,1.0,1,0,0,0,4,2,1.0,0
825,0.0,-1,1,0,0,4,2,1.0,0
826,2.0,0,0,0,0,1,2,1.0,1
827,1.0,1,1,0,0,1,2,1.0,0
828,0.0,0,1,-1,-1,2,1,1.0,1
829,0.0,-1,0,0,0,0,2,1.0,0
830,0.0,0,1,0,0,1,2,1.0,1
831,2.0,2,-1,0,0,1,2,0,0
832,1.0,0,1,0,0,1,2,0,0
833,1.0,1,0,0,0,2,1,1.0,0
834,0.0,0,1,0,0,4,1,1.0,1
835,0.0,-1,0,0,0,4,2,1.0,0
836,1.0,0,1,0,0,4,2,1.0,0
837,1.0,0,0,0,0,2,0,1.0,0
838,0.0,-1,1,0,0,2,2,1.0,0
839,1.0,0,1,0,0,2,1,1.0,0
840,2.0,0,1,0,0,3,2,2.0,0
841,1.0,1,0,0,0,0,2,1.0,0
842,2.0,1,0,0,0,4,2,1.0,0
843,0.0,0,1,1,0,0,2,1.0,1
844,1.0,0,0,0,0,4,0,1.0,0
845,1.0,0,1,0,0,3,2,1.0,0
846,0.0,0,1,1,0,2,2,1.0,1
847,1.0,0,1,0,0,1,2,1.0,0
848,1.0,0,1,0,0,3,2,1.0,0
849,2.0,0,1,0,0,4,1,2.0,0
850,2.0,0,1,0,1,1,1,1.0,0
851,2.0,2,1,0,0,2,2,1.0,0
852,2.0,-1,0,0,0,1,-1,1.0,0
853,0.0,-1,0,0,0,0,2,1.0,0
854,0.0,0,1,0,0,4,2,1.0,1
855,0.0,-1,1,0,0,0,2,1.0,0
856,0.0,-1,-1,0,-1,3,2,1.0,0
857,0.0,0,1,0,0,0,2,1.0,1
858,0.0,0,1,0,0,1,2,1.0,1
859,1.0,0,1,0,0,3,2,1.0,0
860,0.0,2,1,1,0,0,1,1.0,2
861,0.0,-1,0,0,0,1,1,1.0,0
862,0.0,0,1,0,0,3,1,2.0,1
863,0.0,0,1,0,0,5,2,1.0,1
864,2.0,0,1,0,0,6,2,1.0,0
865,0.0,0,1,1,0,0,2,1.0,1
866,1.0,1,1,0,0,3,0,1.0,1
867,0.0,-1,0,0,0,1,2,1.0,0
868,2.0,2,0,0,1,2,2,1.0,0
869,1.0,0,1,0,0,3,2,1.0,0
870,1.0,0,0,0,0,1,1,1.0,0
871,1.0,0,1,-1,-1,4,2,0,0
872,1.0,0,1,-1,-1,2,2,0,0
873,1.0,0,1,0,0,3,2,1.0,0
874,0.0,1,1,1,0,2,2,1.0,2
875,0.0,0,0,0,0,4,2,1.0,1
876,5.0,1,0,1,1,0,2,1.0,6
877,0.0,-1,0,0,1,0,1,1.0,0
878,2.0,0,-1,0,0,1,1,1.0,0
879,0.0,-1,0,0,0,3,0,1.0,0
880,0.0,0,0,1,0,1,2,1.0,1
881,0.0,0,1,0,0,1,2,1.0,1
882,1.0,0,1,0,0,5,2,1.0,1
883,0.0,0,1,0,0,2,1,1.0,1
884,0.0,0,1,0,0,4,2,1.0,1
885,1.0,0,0,0,0,3,2,1.0,0
886,1.0,0,0,0,0,0,2,1.0,0
887,0.0,0,1,1,0,1,2,1.0,1
888,1.0,1,-1,0,0,2,2,1.0,0
889,0.0,0,1,1,0,3,2,1.0,1
890,0.0,-1,1,0,0,1,2,1.0,0
891,0.0,0,1,0,0,2,2,1.0,1
892,1.0,1,-1,0,0,3,2,1.0,0
893,0.0,-1,-1,0,0,0,2,1.0,0
894,2.0,2,1,0,0,1,2,1.0,0
895,2.0,0,1,0,0,1,2,0,0
896,1.0,0,1,0,0,3,2,0,0
897,1.0,0,1,1,0,2,2,1.0,0
898,1.0,0,-1,0,0,2,2,1.0,0
899,0.0,-1,1,0,0,2,1,1.0,0
900,0.0,0,1,1,0,3,2,1.0,1
901,0.0,0,0,0,0,3,1,1.0,0
902,2.0,0,-1,0,0,0,1,1.0,0
903,1.0,0,-1,0,0,1,0,1.0,0
904,0.0,0,1,1,0,2,2,1.0,1
905,1.0,2,1,1,0,2,2,1.0,1
906,1.0,0,1,0,0,2,2,1.0,0
907,1.0,0,1,1,0,3,2,1.0,0
908,1.0,0,0,0,0,4,0,1.0,0
909,1.0,0,1,0,0,1,0,1.0,0
910,1.0,0,0,0,0,3,2,1.0,0
911,1.0,0,0,0,0,1,3,1.0,0
912,10.0,2,0,0,1,1,2,1.0,0
913,0.0,-1,0,1,1,2,2,1.0,1
914,1.0,1,-1,0,0,3,0,1.0,0
915,0.0,1,1,1,0,4,2,1.0,1
916,2.0,-1,-1,0,0,3,2,1.0,0
917,1.0,0,1,0,0,5,2,1.0,0
918,0.0,-1,-1,0,0,1,1,1.0,0
919,1.0,0,1,0,0,2,0,1.0,0
920,1.0,-1,-1,0,0,2,0,1.0,0
921,3.0,-1,-1,0,0,3,1,1.0,0
922,1.0,0,1,0,0,6,0,1.0,0
923,2.0,-1,1,0,0,3,2,1.0,0
924,2.0,0,-1,0,0,0,0,1.0,0
925,1.0,0,1,0,0,5,2,1.0,3
926,0.0,-1,0,0,-1,4,2,1.0,0
927,1.0,0,1,0,-1,0,2,1.0,0
928,4.0,2,1,1,1,2,3,1.0,1
929,1.0,0,0,0,0,2,2,1.0,0
930,0.0,0,1,1,0,0,2,1.0,1
931,0.0,-1,-1,0,0,0,2,1.0,0
932,0.0,0,0,0,0,4,1,1.0,1
933,1.0,0,1,0,0,0,2,1.0,0
934,1.0,0,1,0,0,0,2,1.0,0
935,0.0,0,1,0,0,1,1,1.0,1
936,0.0,0,1,1,0,3,2,1.0,1
937,0.0,0,1,-1,-1,2,2,0,1
938,0.0,0,1,1,0,4,2,1.0,1
939,0.0,-1,1,0,0,0,0,1.0,0
940,0.0,0,1,0,0,3,1,1.0,1
941,0.0,0,1,0,0,3,2,1.0,1
942,0.0,-1,0,0,0,1,2,1.0,0
943,0.0,0,1,1,0,0,2,1.0,1
944,2.0,2,1,0,0,4,2,0,0
945,3.0,2,1,0,0,3,2,1.0,1
946,0.0,0,1,1,0,0,2,1.0,1
947,1.0,1,1,0,0,3,3,1.0,0
948,1.0,1,1,0,0,2,0,1.0,0
949,0.0,-1,0,0,0,4,0,1.0,0
950,0.0,-1,-1,0,0,0,0,0,0
951,0.0,0,1,0,0,0,2,1.0,1
952,0.0,1,1,0,0,2,2,1.0,1
953,0.0,0,1,0,0,5,2,1.0,1
954,0.0,0,0,1,0,5,2,1.0,1
955,0.0,-1,-1,0,0,1,1,1.0,0
956,1.0,0,1,0,0,1,2,1.0,0
957,1.0,0,-1,0,0,1,2,1.0,0
958,1.0,0,1,0,0,6,0,1.0,0
959,1.0,2,1,0,0,1,2,1.0,1
960,0.0,0,1,1,0,4,3,1.0,1
961,1.0,0,1,0,0,4,2,1.0,0
962,0.0,0,0,0,0,4,0,1.0,1
963,1.0,0,1,0,0,6,2,1.0,0
964,0.0,1,1,1,0,0,1,1.0,1
965,2.0,2,-1,0,0,5,0,1.0,0
966,1.0,-1,0,0,0,2,1,1.0,0
967,0.0,0,1,1,0,2,0,1.0,1
968,2.0,2,0,0,0,3,2,1.0,0
969,6.0,2,1,0,0,4,2,1.0,0
970,3.0,0,0,0,0,2,1,1.0,0
971,4.0,0,-1,0,0,1,2,1.0,0
972,1.0,0,-1,0,0,1,2,2.0,0
973,1.0,1,1,0,0,1,2,1.0,0
974,0.0,0,1,0,0,4,2,1.0,1
975,0.0,-1,0,0,0,1,2,1.0,0
976,0.0,-1,0,0,0,1,0,1.0,0
977,1.0,0,0,0,0,2,3,1.0,0
978,2.0,0,1,0,0,1,2,2.0,0
979,0.0,-1,1,0,0,4,0,1.0,0
980,1.0,0,-1,0,0,0,2,1.0,0
981,0.0,0,1,0,0,0,0,1.0,0
982,1.0,0,0,0,0,4,2,1.0,0
983,0.0,-1,-1,0,0,1,2,2.0,0
984,0.0,-1,0,0,0,2,2,1.0,0
985,1.0,0,1,0,0,0,2,1.0,0
986,0.0,0,1,1,0,4,2,1.0,1
987,0.0,0,1,1,0,1,2,1.0,1
988,0.0,0,-1,1,0,0,1,1.0,1
989,3.0,2,-1,0,0,0,3,1.0,0
990,0.0,0,1,0,0,2,2,1.0,1
991,0.0,-1,1,0,0,3,2,1.0,0
992,0.0,-1,1,0,0,1,2,1.0,0
993,0.0,-1,1,0,0,2,2,1.0,0
994,1.0,1,0,0,0,3,-1,1.0,0
995,0.0,0,1,-1,-1,4,2,0,1
996,2.0,2,1,0,0,4,2,1.0,1
997,1.0,0,1,0,0,4,2,1.0,0
998,1.0,1,1,0,0,4,2,1.0,0
999,1.0,1,1,0,0,2,2,1.0,0
1000,0.0,0,1,0,0,4,1,1.0,1
1001,2.0,2,1,0,0,2,2,1.0,0
1002,2.0,2,0,0,0,1,1,1.0,0
1003,0.0,1,1,0,0,4,0,1.0,1
1004,0.0,-1,0,0,0,2,2,1.0,0
1005,1.0,0,1,0,0,1,2,1.0,0
1006,0.0,0,1,0,-1,0,2,1.0,1
1007,2.0,2,0,0,0,2,2,1.0,0
1008,1.0,0,1,0,0,1,2,0,0
1009,0.0,0,1,0,0,4,2,1.0,1
1010,2.0,1,0,0,0,4,0,1.0,0
1011,1.0,0,1,0,0,5,2,2.0,1
1012,0.0,0,1,1,0,0,2,1.0,1
1013,1.0,1,1,0,0,0,2,1.0,0
1014,0.0,-1,0,0,0,1,-1,0,0
1015,1.0,2,1,1,0,2,2,1.0,2
1016,2.0,2,0,0,0,1,2,1.0,0
1017,0.0,0,1,0,0,2,0,1.0,1
1018,1.0,0,1,0,0,4,1,1.0,0
1019,5.0,0,1,0,0,2,2,3.0,1
1020,1.0,0,1,0,0,2,2,1.0,0
1021,3.0,2,0,0,0,1,0,1.0,0
1022,1.0,0,1,0,0,1,0,1.0,0
1023,1.0,0,0,0,0,0,-1,1.0,0
1024,1.0,1,0,0,0,0,2,1.0,0
1025,2.0,0,-1,0,0,0,1,1.0,0
1026,1.0,0,1,0,0,2,2,2.0,0
1027,0.0,0,1,-1,-1,2,1,1.0,1
1028,1.0,0,1,0,0,1,2,1.0,0
1029,1.0,0,1,1,0,4,0,1.0,0
1030,1.0,1,0,0,0,2,0,1.0,0
1031,3.0,0,0,0,1,0,2,1.0,3
1032,0.0,2,1,1,0,1,-1,1.0,2
1033,0.0,-1,1,0,0,3,2,1.0,0
1034,1.0,0,1,0,0,6,1,1.0,0
1035,0.0,1,1,0,0,4,0,1.0,1
1036,0.0,-1,1,0,0,3,2,0,0
1037,0.0,0,1,1,0,4,2,1.0,1
1038,1.0,0,0,0,1,0,2,1.0,0
1039,0.0,-1,0,0,1,4,2,1.0,0
1040,0.0,0,1,1,0,2,1,1.0,1
1041,1.0,0,1,1,0,4,2,1.0,0
1042,0.0,0,1,0,0,4,3,2.0,1
1043,0.0,-1,0,0,0,0,2,1.0,0
1044,2.0,2,0,1,1,4,0,1.0,28
1045,0.0,0,1,0,0,0,1,1.0,1
1046,2.0,0,1,0,1,3,2,1.0,0
1047,1.0,0,1,0,0,4,2,1.0,0
1048,1.0,0,1,0,0,3,1,1.0,0
1049,1.0,0,0,0,0,4,2,1.0,1
1050,0.0,0,1,0,0,2,0,1.0,1
1051,1.0,1,0,0,0,2,2,1.0,0
1052,0.0,0,1,1,0,3,1,1.0,1
1053,0.0,0,1,1,0,1,2,1.0,1
1054,1.0,0,1,1,0,0,2,1.0,0
1055,0.0,0,1,0,0,1,0,1.0,1
1056,0.0,-1,0,0,0,0,1,1.0,0
1057,1.0,0,0,0,0,3,1,1.0,0
1058,1.0,0,1,0,0,1,0,2.0,1
1059,0.0,0,1,0,0,2,2,1.0,2
1060,0.0,0,1,0,0,3,1,1.0,1
1061,0.0,-1,1,0,1,1,3,1.0,0
1062,0.0,-1,0,0,0,3,0,1.0,0
1063,2.0,0,1,0,0,4,2,3.0,1
1064,1.0,0,1,0,0,4,2,1.0,0
1065,1.0,0,1,0,0,4,2,1.0,0
1066,0.0,0,1,1,0,5,2,1.0,1
1067,0.0,-1,0,0,0,2,-1,1.0,0
1068,2.0,0,1,0,0,4,2,1.0,0
1069,0.0,0,1,1,0,1,2,1.0,1
1070,2.0,0,1,1,-1,0,1,1.0,2
1071,3.0,-1,0,0,0,2,0,1.0,0
1072,0.0,0,1,1,0,4,-1,1.0,1
1073,1.0,0,0,0,0,6,2,1.0,0
1074,3.0,0,1,0,0,2,2,1.0,0
1075,1.0,0,1,0,0,2,2,1.0,0
1076,0.0,2,0,1,1,4,2,1.0,2
1077,1.0,0,0,0,0,3,2,1.0,0
1078,1.0,0,1,0,0,3,2,1.0,0
1079,1.0,0,1,0,0,0,2,1.0,0
1080,2.0,2,0,0,1,1,1,1.0,0
1081,0.0,-1,-1,0,0,1,0,1.0,0
1082,2.0,2,1,0,0,4,2,1.0,0
1083,1.0,0,1,0,0,0,2,1.0,0
1084,2.0,0,1,-1,-1,1,2,1.0,0
1085,0.0,-1,0,0,0,4,2,4.0,0
1086,1.0,1,0,0,0,4,2,6.0,0
1087,0.0,0,0,1,0,4,2,1.0,1
1088,1.0,0,1,0,0,0,2,1.0,0
1089,0.0,-1,1,0,0,1,2,1.0,0
1090,0.0,0,1,0,0,3,2,1.0,1
1091,1.0,0,-1,0,-1,4,2,1.0,0
1092,0.0,1,1,0,0,2,3,1.0,1
1093,0.0,-1,1,0,0,1,2,2.0,0
1094,0.0,-1,1,0,0,3,-1,0,0
1095,0.0,-1,0,0,0,2,2,1.0,0
1096,2.0,0,1,0,0,3,0,1.0,0
1097,0.0,0,1,0,0,4,-1,1.0,1
1098,1.0,0,1,1,0,0,2,1.0,0
1099,0.0,2,1,1,0,0,2,1.0,2
1100,1.0,0,-1,0,0,5,0,1.0,0
1101,1.0,0,1,0,0,2,2,1.0,0
1102,0.0,1,0,0,0,2,0,1.0,1
1103,1.0,0,1,1,1,1,2,1.0,2
1104,0.0,0,0,0,0,0,2,1.0,1
1105,0.0,-1,0,0,0,2,2,2.0,0
1106,1.0,0,1,0,0,3,0,1.0,2
1107,1.0,0,1,0,0,1,2,1.0,0
1108,0.0,0,1,1,0,2,1,1.0,1
1109,1.0,1,0,0,0,3,0,1.0,0
1110,1.0,0,1,0,0,4,2,1.0,0
1111,0.0,-1,0,0,0,3,2,1.0,0
1112,1.0,0,1,0,0,1,2,1.0,0
1113,1.0,0,1,0,0,1,2,1.0,0
1114,0.0,0,1,0,0,4,2,1.0,1
1115,1.0,0,0,0,0,1,1,1.0,0
1116,1.0,2,1,1,1,4,2,1.0,5
1117,1.0,0,1,0,0,3,2,1.0,1
1118,3.0,2,1,0,0,4,2,1.0,0
1119,0.0,0,-1,0,-1,1,0,0,1
1120,0.0,0,1,1,0,2,0,1.0,1
1121,3.0,0,1,0,0,3,2,1.0,0
1122,2.0,1,1,0,0,4,2,1.0,0
1123,1.0,0,0,0,0,1,2,1.0,0
1124,0.0,-1,-1,0,-1,3,2,1.0,0
1125,0.0,0,0,1,0,0,3,1.0,1
1126,2.0,0,1,0,0,2,2,2.0,0
1127,0.0,0,1,0,0,6,1,1.0,1
1128,2.0,0,1,0,0,6,0,1.0,0
