gsId,name,old name,matching,shoot,type,gradeCategory,gradeRange,enrollment,parentRating,gsRating,district,districtId,districtNCESId,ncesId,address,city,gsID_census,Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504
10608,St. John's Lutheran,,,0,private,K-8,K-8,162,5,5,Sacramento City Unified School District,553,633840,AA001249,"26410 Columbia Street, 
Hemet, CA  92544",Hemet,10608,23.8095,4.7619,30.1587,3.1746,0,0,38.0952,,,,,,,
10609,Salem Lutheran,,,0,private,K-8,K-8,352,4,2,Los Angeles Unified School District,286,622710,AA001261,"6500 E. Santiago Canyon Road, 
Orange, CA  92869",Orange,10609,8.01282,0.320513,7.37179,0,1.28205,2.88462,80.1282,,,,,,,
10610,San Jose Christian School,,,0,private,K-8,PK-8,252,4,10,West Covina Unified School District,322,642000,AA001270,"1300 Sheffield Avenue, 
Campbell, CA  95008",Campbell,10610,15.3005,1.63934,10.929,1.63934,0,0,70.4918,,,,,,,
10612,Temecula Christian School,,,0,private,K-8,K-8,50,5,2,Los Angeles Unified School District,286,622710,AA001447,"29825 Santiago Road, 
Temecula, CA  92592",Temecula,10612,15.3005,1.63934,10.929,1.63934,0,0,70.4918,,,,,,,
10613,The Branson School,,,0,private,9-12,12-Sep,321,5,9,Los Angeles Unified School District,286,622710,AA001475,"39 Fernhill Avenue, 
Ross, CA  94957",Ross,10613,27.4143,2.18069,3.42679,3.73832,0,0.311526,62.9283,,,,,,,
10615,Yavneh Day School,,,0,private,K-8,K-8,200,5,5,Sacramento City Unified School District,553,633840,AA001659,"14855 Oka Road, 
Los Gatos, CA  95032",Los Gatos,10615,0.662252,0,0.662252,0,0,0,98.6755,,,,,,,
10616,Zion Lutheran School And Preschool,,,0,private,K-5,K-6,108,4,3,Fairfax Elementary School District,212,613290,AA001704,"15342 Jeraldo Drive, 
Victorville, CA  92394",Victorville,10616,0,12.069,39.6552,8.62069,3.44828,0,36.2069,,,,,,,
10617,Zion Lutheran,,,0,private,K-8,K-8,66,5,3,Fairfax Elementary School District,212,613290,AA001708,"1405 East Fallbrook Street, 
Fallbrook, CA  92028",Fallbrook,10617,0,4.34783,10.8696,0,0,0,84.7826,,,,,,,
10618,Santa Barbara Adventist School,,,0,private,K-8,8-Mar,2800,4,3,Santa Ana Unified School District,487,635310,AA890037,"425 Arroyo Road, 
Santa Barbara, CA  93110",Santa Barbara,10618,0,4.34783,10.8696,0,0,0,84.7826,,,,,,,
10619,Adventist Union School,,,0,private,K-8,K-8,37,5,8,Santa Ana Unified School District,487,635310,AA890038,"15548 Santa Ana Avenue, 
Bellflower, CA  90706",Bellflower,10619,24.3243,10.8108,59.4595,0,0,0,5.40541,,,,,,,
10620,Chabad Hebrew Academy,,,0,private,K-8,K-8,300,5,2,Pajaro Valley Unified School District,666,629490,AA890045,"10785 Pomerado Road, 
San Diego, CA  92131",San Diego,10620,0,0.460829,3.68664,0,0,0,95.8525,,,,,,,
10622,Lisa Kampner Hebrew Academy,,,0,private,K-12,K-12,37,3,7,Murrieta Valley Unified School District,526,600029,AA890059,"645 14th Avenue, 
San Francisco, CA  94118",San Francisco,10622,0,0,0,0,0,0,100,,,,,,,
10623,Hemet Adventist Christian School,,,0,private,K-8,K-8,12,3,1,Hemet Unified School District,521,616920,AA890060,"26312 Hemet Street, 
Hemet, CA  92544",Hemet,10623,16.6667,8.33333,41.6667,8.33333,0,0,25,,,,,,,
10624,Adventist Christian School,,,0,private,K-8,8-Jan,47,5,8,Santa Ana Unified School District,487,635310,AA890066,"555 West Las Flores Avenue, 
Ridgecrest, CA  93555",Ridgecrest,10624,2.5,5,15,20,5,5,47.5,,,,,,,
10626,Middletown Adventist,,,0,private,K-8,K-8,12,5,4,Middletown Unified School District,333,624750,AA890074,"21640 Highway 20 South, 
Middletown, CA  95461",Middletown,10626,0,0,25,8.33333,0,0,66.6667,,,,,,,
10627,Montessori Family School,,,0,private,K-8,PK-8,76,5,9,Garvey Elementary School District,275,614940,AA890075,"1850 Scenic Avenue, 
Berkeley, CA  94709",Berkeley,10627,0,0,25,8.33333,0,0,66.6667,,,,,,,
10628,Mount Tamalpais School,,,0,private,K-8,K-8,134,5,3,Mount Pleasant Elementary School District,647,626400,AA890077,"100 Harvard Avenue, 
Mill Valley, CA  94941",Mill Valley,10628,0,0,25,8.33333,0,0,66.6667,,,,,,,
10630,Orangewood Academy,,,0,private,K-12,K-12,250,4,4,Anaheim Union High School District,464,602630,AA890079,"13732 Clinton Street, 
Garden Grove, CA  92843",Garden Grove,10630,21.7391,3.91304,51.3043,5.65217,0,4.34783,13.0435,,,,,,,
10631,Concordia School - Granada Hills,,,0,private,K-5,K-6,98,5,7,Capistrano Unified School District,467,607440,AA890081,"16603 San Fernando Mission Boulevard, 
Los Angeles, CA  91344",Los Angeles,10631,3.44828,3.44828,46.5517,12.069,0,0,34.4828,,,,,,,
10632,Merryhill School,,,0,private,K-8,K-8,377,4,4,San Jose Unified School District,655,634590,AA890084,"1500 Yosemite Drive, 
Milpitas, CA  95035",Milpitas,10632,67.8647,2.11416,0,0,0,0,30.0211,,,,,,,
10633,Rainbow Montessori C.D.C.,,,0,private,K-5,K-6,898,3,6,Perris Elementary School District,528,630180,AA890085,"790 East Duane Avenue, 
Sunnyvale, CA  94085",Sunnyvale,10633,6.88889,2,9.77778,0,0.222222,0,81.1111,,,,,,,
10635,Sacramento Adventist Academy,,,0,private,K-12,K-12,281,5,5,Los Angeles Unified School District,286,622710,AA890087,"5601 Winding Way, 
Carmichael, CA  95608",Carmichael,10635,9.2,4.8,4,10,0,4,68,,,,,,,
10636,San Fernando Valley Academy,,,0,private,K-12,K-12,123,4,4,Los Angeles Unified School District,286,622710,AA890090,"17601 Lassen Street, 
Los Angeles, CA  91325",Los Angeles,10636,20.8333,3.33333,29.1667,0.833333,0,8.33333,37.5,,,,,,,
10637,Warren-Walker School/La Mesa,,,0,private,K-5,K-5,134,5,7,Roseville City Elementary School District,506,633600,AA890098,"5150 Wilson Street, 
La Mesa, CA  91941",La Mesa,10637,20.8333,3.33333,29.1667,0.833333,0,8.33333,37.5,,,,,,,
10639,Stuart Preparatory School,,,0,private,K-8,PK-9,65,5,5,Oceanside Unified School District,697,628250,AA890103,"431 Humboldt St, 
Santa Rosa, CA  95404",Santa Rosa,10639,20.8333,3.33333,29.1667,0.833333,0,8.33333,37.5,,,,,,,
10641,St Stephen Lutheran School,,,0,private,K-8,PK-8,124,4,8,Newcastle Elementary School District,501,627120,AA900005,"1636 East Mission Road, 
Fallbrook, CA  92028",Fallbrook,10641,20.8333,3.33333,29.1667,0.833333,0,8.33333,37.5,,,,,,,
10642,King Of Kings Lutheran,,,0,private,K-8,PK-8,61,5,4,San Francisco Unified School District,717,634410,AA900006,"13431 Newhope Street, 
Garden Grove, CA  92843",Garden Grove,10642,8.92857,1.78571,25,0,0,0,64.2857,,,,,,,
10643,Messiah Lutheran School,,,0,private,K-8,K-8,942,5,6,Hesperia Unified School District,606,600014,AA900007,"12020 Cantara St, 
North Hollywood, CA  91605",North Hollywood,10643,8.92857,1.78571,25,0,0,0,64.2857,,,,,,,
10644,Apostles Lutheran,,,0,private,K-12,K-12,230,4,2,Simi Valley Unified School District,1025,636840,AA900009,"5828 Santa Teresa Boulevard, 
San Jose, CA  95123",San Jose,10644,16.7464,18.1818,11.9617,12.9187,0,0,40.1914,,,,,,,
10646,Zion Lutheran School,,,0,private,K-8,8-Feb,28,5,3,Fairfax Elementary School District,212,613290,AA900011,"1001 West 223rd Street, 
Torrance, CA  90502",Torrance,10646,16.7464,18.1818,11.9617,12.9187,0,0,40.1914,,,,,,,
10648,Ontario Christian Elementary School,,,0,private,K-8,PK-8,697,3,4,South Bay Union School District,703,637380,AB910391,"1907 South Euclid Avenue, 
Ontario, CA  91762",Ontario,10648,16.7464,18.1818,11.9617,12.9187,0,0,40.1914,,,,,,,
10649,Christ Lutheran Elementary School,,,0,private,K-8,K-8,305,4,2,Chowchilla Union High School District,357,608550,AB910668,"311 South Citrus Street, 
West Covina, CA  91791",West Covina,10649,17.6471,3.92157,48.5294,14.2157,0,0,15.6863,,,,,,,
10650,St. Mark's Lutheran Elementary School,,,0,private,K-8,K-8,660,5,5,Sacramento City Unified School District,553,633840,AB910671,"2323 Las Lomitas Drive, 
Hacienda Heights, CA  91745",Hacienda Heights,10650,33.0973,1.59292,34.8673,0,0,0,30.4425,,,,,,,
10651,All Saints Catholic School,,,0,private,K-8,PK-8,215,3,8,Capistrano Unified School District,467,607440,AB911012,"22870 2nd Street, 
Hayward, CA  94541",Hayward,10651,33.0973,1.59292,34.8673,0,0,0,30.4425,,,,,,,
10652,Corpus Christi Elementary School,,,0,private,K-8,K-8,270,5,5,Corona-Norco Unified School District,518,609850,AB911095,"1 Estates Drive Piedmont, Ca., 
Piedmont, CA  94611",Piedmont,10652,7.0632,4.46097,15.9851,18.2156,0.371747,0,53.9033,,,,,,,
10654,Ramona Convent Secondary School,,,0,private,9-12,12-Sep,291,4,6,Ramona City Unified School District,700,631710,BB910074,"1701 West Ramona Road, 
Alhambra, CA  91803",Alhambra,10654,16.318,0.41841,61.5063,15.8996,0,4.1841,1.67364,,,,,,,
10656,St. Brendan,,,0,private,K-8,K-8,304,5,8,Newcastle Elementary School District,501,627120,BB910105,"238 South Manhattan Place, 
Los Angeles, CA  90004",Los Angeles,10656,19.0789,1.64474,12.5,0,0.328947,9.86842,56.5789,,,,,,,
10659,ABC Educational Center,,,0,private,K,K,365,4,2,Sacramento City Unified School District,553,633840,BB910149,"1129 Cole Ave, 
Los Angeles, CA  90038",Los Angeles,10659,19.0789,1.64474,12.5,0,0.328947,9.86842,56.5789,,,,,,,
10665,Santa Fe Springs Christian School,,,0,private,K-8,K-8,143,4,6,Monrovia Unified School District,297,625320,BB910264,"11457 East Florence Avenue, 
Santa Fe Springs, CA  90670",Santa Fe Springs,10665,5.59441,4.1958,60.1399,0,0.699301,0,29.3706,,,,,,,
10666,Ribet Academy College Preparatory,,,0,private,K-12,PK-12,500,3,2,Rialto Unified School District,615,632370,BB910284,"2911 North San Fernando Road, 
Los Angeles, CA  90065",Los Angeles,10666,5.59441,4.1958,60.1399,0,0.699301,0,29.3706,,,,,,,
10667,Princeton College Preparatory,,,0,private,6-12,12-Jul,169,5,6,Stockton Unified School District,759,638010,BB910289,"5622 Colfax Ave, 
North Hollywood, CA  91601",North Hollywood,10667,5.59441,4.1958,60.1399,0,0.699301,0,29.3706,,,,,,,
10669,St. Anastasia Catholic School,,,0,private,K-8,PK-8,309,4,8,Newcastle Elementary School District,501,627120,BB910330,"8631 South Stanmoor Drive, 
Los Angeles, CA  90045",Los Angeles,10669,10.5263,2.45614,23.8596,0.701754,0,0,62.4561,,,,,,,
10671,Dove Day School,,,0,private,K-8,PK-7,833,5,4,Woodland Joint Unified School District,1041,643080,BB910660,"502 South Lark Ellen Avenue, 
West Covina, CA  91791",West Covina,10671,10.5263,2.45614,23.8596,0.701754,0,0,62.4561,,,,,,,
10672,Montessori on the Lake School,,,0,private,K-8,PK-8,126,5,9,Garvey Elementary School District,275,614940,BB910913,"23311 Muirlands Boulevard, 
Lake Forest, CA  92630",Lake Forest,10672,4.7619,1.5873,3.1746,0,0.793651,0,89.6825,,,,,,,
10673,The Children's School,,,0,private,K-8,PK-8,220,4,9,Los Angeles Unified School District,286,622710,BB911057,"2225 Torrey Pines Lane, 
San Diego, CA  92037",San Diego,10673,4.02685,0,7.38255,29.5302,0,0,59.0604,,,,,,,
10675,Westerly School of Long Beach,,,0,private,K-8,K-8,167,5,3,Los Angeles Unified School District,286,622710,BB944323,"2950 East 29th Street, Long Beach, CA , 
Long Beach, CA  90806",Long Beach,10675,6.8323,14.2857,11.8012,18.6335,0,0,48.4472,,,,,,,
10676,"Waverly School, The",,,0,private,K-12,K-12,333,3,5,Linden Unified School District,753,621810,BB944400,"67 West Bellevue Drive, 
Pasadena, CA  91105",Pasadena,10676,6.8323,14.2857,11.8012,18.6335,0,0,48.4472,,,,,,,
10679,Cheder Of Los Angeles,,,0,private,K-8,K-8,365,4,2,Chawanakee Unified School District,1066,600116,BB060018,"801 North La Brea Avenue, 
Los Angeles, CA  90038",Los Angeles,10679,0,0,0,0,0,0,100,,,,,,,
10684,Shalhevet High School,,,0,private,9-12,12-Sep,265,4,4,Kern Union High School District,217,619540,BB120057,"910 South Fairfax Avenue, 
Los Angeles, CA  90036",Los Angeles,10684,0,0,0,15.1786,0,0,84.8214,,,,,,,
10688,Rolling Hills Preparatory School,,,0,private,6-12,12-Jun,184,4,2,Pajaro Valley Unified School District,666,629490,BB944783,"One Rolling Hills Prep Way, 
Los Angeles, CA  90732",Los Angeles,10688,27.1739,10.8696,8.15217,5.43478,0.543478,0.543478,47.2826,,,,,,,
10690,Maywood Christian School,,,0,private,K-12,PK-12,80,3,3,Los Angeles Unified School District,286,622710,BB944992,"3759 E 57th St, 
Maywood, CA  90270",Maywood,10690,27.1739,10.8696,8.15217,5.43478,0.543478,0.543478,47.2826,,,,,,,
10693,Bevli Montessori Academy,,,0,private,K-12,PK-10,690,5,9,Beverly Hills Unified School District,255,604830,BB945091,"1103 W Badillo St, 
Covina, CA  91722",Covina,10693,27.1739,10.8696,8.15217,5.43478,0.543478,0.543478,47.2826,,,,,,,
10699,Whittier Christian Schools - Satellite,,,0,private,K-12,K-12,195,5,9,Whittier City Elementary School District,321,642450,A0700347,"6548 Newlin Avenue, 
Whittier, CA  90601",Whittier,10699,4.34783,1.24224,57.1429,7.45342,1.24224,0,28.5714,,,,,,,
10709,Garden Of Angels School,,,0,private,K-5,K-1,68,4,8,Garden Grove Unified School District,474,614880,BB945926,"1009 18th Street, 
Santa Monica, CA  90403",Santa Monica,10709,5.55556,5.55556,5.55556,5.55556,0,0,77.7778,,,,,,,
10712,New Journey Christian School,,,0,private,K-12,K-12,285,4,2,Sacramento City Unified School District,553,633840,BB945942,"14115 Cordary Avenue, 
Hawthorne, CA  90250",Hawthorne,10712,5.55556,5.55556,5.55556,5.55556,0,0,77.7778,,,,,,,
10713,Park Montessori School,,,0,private,K-5,PK-3,65,5,3,Antioch Unified School District,40,602850,BB945970,"12350 E Delamo Blvd 2800, 
Lakewood, CA  90715",Lakewood,10713,5.55556,5.55556,5.55556,5.55556,0,0,77.7778,,,,,,,
10715,Nelson Christian Elementary School,,,0,private,K-5,PK-5,419,4,3,Thermalito Union Elementary School District,38,639180,BB946117,"10531 S Western Ave, 
Los Angeles, CA  90047",Los Angeles,10715,5.55556,5.55556,5.55556,5.55556,0,0,77.7778,,,,,,,
10719,Crenshaw Tot Academy,,,0,private,K-5,K-5,900,3,2,Los Angeles Unified School District,286,622710,BB946156,"5148 Crenshaw Boulevard, 
Los Angeles, CA  90043",Los Angeles,10719,5.55556,5.55556,5.55556,5.55556,0,0,77.7778,,,,,,,
10720,The Center For Early Education,,,0,private,K-5,K-6,538,4,9,Los Angeles Unified School District,286,622710,BB946190,"563 North Alfred Street, 
West Hollywood, CA  90048",West Hollywood,10720,7.61905,6.90476,4.7619,38.0952,0,0,42.619,,,,,,,
10725,Sam And Rose Stein Education Center,,,0,private,K-12,K-12,260,2,4,Napa Valley Unified School District,449,626640,BB946409,"6145 Decena Drive, 
San Diego, CA  92120",San Diego,10725,1.53846,12.3077,32.3077,0.769231,0.384615,13.8462,38.8462,,,,,,,
10726,Discovery Isle La Costa,,,0,private,K,K,167,4,8,Yreka Union High School District,875,643410,BB946430,"1655 South Rancho Santa Fe Road, 
San Marcos, CA  92078",San Marcos,10726,1.53846,12.3077,32.3077,0.769231,0.384615,13.8462,38.8462,,,,,,,
10736,Loving Savior Lutheran School,,,0,private,K-8,K-8,453,4,1,Cutler-Orosi Joint Unified School District,957,610350,BB960495,"14816 Peyton Drive, 
Chino Hills, CA  91709",Chino Hills,10736,25.7329,1.9544,23.127,11.7264,0.977199,6.18893,30.2932,,,,,,,
10737,Montessori Child Development Center,,,0,private,K-5,K-3,96,5,9,Garvey Elementary School District,275,614940,BB960541,"8196 Mulberry Avenue, 
Fontana, CA  92335",Fontana,10737,2.77778,11.1111,44.4444,13.8889,2.77778,2.77778,22.2222,,,,,,,
10740,The Hillside School,,,0,private,6-12,12-Jul,40,5,8,Moorpark Unified School District,1015,625690,BB960750,"4331 Oak Grove Dr., 
La Canada, CA  91011",La Canada,10740,7.69231,7.69231,1.92308,9.61539,0,0,73.0769,,,,,,,
10743,The Neilson Academy,,,0,private,K-12,12-Jan,11,4,4,Sacramento City Unified School District,553,633840,BB960856,"2528 Canyon Drive, 
Los Angeles, CA  90068",Los Angeles,10743,27.2727,9.09091,0,0,0,0,63.6364,,,,,,,
10744,Multi Cultural Center,,,0,private,,"K-3, 5-7",694,4,2,Tulare City School District,986,639870,BB960858,"2125 W Compton Blvd, 
Compton, CA  90220",Compton,10744,27.2727,9.09091,0,0,0,0,63.6364,,,,,,,
10747,Wiz Schools,,,0,private,K-5,K-3,59,3,10,Abc Unified School District,246,601620,BB960867,"121 West Arbor Vitae Street, 
Inglewood, CA  90301",Inglewood,10747,4.54545,15.9091,22.7273,54.5455,0,0,2.27273,,,,,,,
10748,"Slauson Learning Center, No. 2",,,0,private,K-8,9-Jan,98,4,3,Azusa Unified School District,252,603600,BB960868,"260 North Locust Street, 
Inglewood, CA  90301",Inglewood,10748,0,92.8571,5.10204,2.04082,0,0,0,,,,,,,
10749,Ivy League School,,,0,private,K-8,10-Mar,73,5,6,Fallbrook Union High School District,687,613530,BB960873,"19271 Colima Road, 
Rowland Heights, CA  91748",Rowland Heights,10749,86.3014,0,5.47945,0,0,1.36986,6.84932,,,,,,,
10751,Hillsides Education Center,,,0,private,K-12,K-12,82,5,7,Simi Valley Unified School District,1025,636840,BB960885,"940 Avenue 64, 
Pasadena, CA  91105",Pasadena,10751,86.3014,0,5.47945,0,0,1.36986,6.84932,,,,,,,
10752,San Marino Montessori School,,,0,private,K-8,K-8,150,3,10,San Marino Unified School District,312,634860,BB960887,"444 South Sierra Madre Boulevard, 
Pasadena, CA  91107",Pasadena,10752,86.3014,0,5.47945,0,0,1.36986,6.84932,,,,,,,
10757,Carden Academy Mission Viejo,,,0,private,K-8,K-8,180,4,7,San Mateo Union High School District,800,634980,BB961061,"24741 Chrisanta Drive, 
Mission Viejo, CA  92691",Mission Viejo,10757,9.72973,1.08108,2.16216,0,0,0,87.027,,,,,,,
10762,Serra Catholic School,,,0,private,K-8,PK-8,1122,4,5,San Francisco Unified School District,717,634410,BB961342,"23652 Antonio Parkway, 
Rancho Santa Margarita, CA  92688",Rancho Santa Margarita,10762,5.81613,1.03189,11.6323,14.728,0,0.0938086,66.6979,,,,,,,
10765,Fairmont Preparatory Academy,,,0,private,9-12,12-Sep,629,3,10,Placentia-Yorba Linda Unified School District,485,630660,BB961361,"2200 W Sequoia Ave, 
Anaheim, CA  92801",Anaheim,10765,84.3942,0.410678,5.13347,0,0,0,10.0616,,,,,,,
10773,School Age Learning Adventure,,,0,private,K-8,K-8,350,3,7,Orange County Department Of Education School District,1088,691024,E9406534,"4848 Seminole Drive, 
San Diego, CA  92115",San Diego,10773,84.3942,0.410678,5.13347,0,0,0,10.0616,,,,,,,
10775,Rejoyce In Jesus Christian School,,,0,private,K-8,K-8,19,4,6,Escondido Union School District,684,612880,K9300145,"1304 S Cochran Ave., 
Los Angeles, CA  90047",Los Angeles,10775,5.26316,63.1579,21.0526,0,0,0,10.5263,,,,,,,
10776,Circle Of Love,,,0,private,K,K,21,5,9,Belmont-Redwood Shores Elementary School District,780,604530,K9300169,"1100 North Poinsettia Avenue, 
Manhattan Beach, CA  90266",Manhattan Beach,10776,5.26316,63.1579,21.0526,0,0,0,10.5263,,,,,,,
10782,Sage Academy,,,0,private,K-5,PK-1,76,4,5,Santa Ana Unified School District,487,635310,A0509023,"5901 Lindley Avenue, 
Los Angeles, CA  91356",Los Angeles,10782,5.26316,63.1579,21.0526,0,0,0,10.5263,,,,,,,
10790,Community Children's Center,,,0,private,K-8,PK-7,542,4,3,Morgan Hill Unified School District,643,625830,K9300500,"66735 Pierson Boulevard, 
Desert Hot Springs, CA  92240",Desert Hot Springs,10790,5.26316,63.1579,21.0526,0,0,0,10.5263,,,,,,,
10791,Desert Chapel Christian School,,,0,private,K-12,K-12,100,4,7,Mountain Empire Unified School District,695,626100,K9300506,"630 South Sunrise Way, 
Palm Springs, CA  92264",Palm Springs,10791,5.26316,63.1579,21.0526,0,0,0,10.5263,,,,,,,
10795,Rancho Capistrano Christian School,,,0,private,K-8,K-8,714,4,7,Saddleback Valley Unified School District,486,633860,K9300593,"29251 Camino Capistrano, 
San Juan Capistrano, CA  92675",San Juan Capistrano,10795,5.26316,63.1579,21.0526,0,0,0,10.5263,,,,,,,
10797,Village Montessori of Irvine School,,,0,private,K-5,K-6,115,4,3,Pleasanton Unified School District,16,600020,K9300633,"4552 Sandburg Way, 
Irvine, CA  92612",Irvine,10797,70.6897,0,5.17241,12.069,0,0,12.069,,,,,,,
10799,Assistance League School,,,0,private,K,K,387,5,8,Lodi Unified School District,752,622230,K9300650,"1310 Fremont Way, 
Oxnard, CA  93030",Oxnard,10799,70.6897,0,5.17241,12.069,0,0,12.069,,,,,,,
10802,Kids Connection School,,,0,private,K-5,K-5,230,4,2,Santa Rosa Elementary School District,834,635810,K9300765,"1998 Beach Park Boulevard, 
Foster City, CA  94404",Foster City,10802,16.5714,1.14286,2.85714,4,40,18.8571,16.5714,,,,,,,
10803,Montessori Children's House Of Hayward,,,0,private,K-5,K-3,65,5,9,Garvey Elementary School District,275,614940,K9300793,"166 West Harder Road, 
Hayward, CA  94544",Hayward,10803,53.8462,10.7692,10.7692,4.61538,0,0,20,,,,,,,
10809,St. Paul Lutheran School,,,0,private,K-5,K-6,96,5,5,Sacramento City Unified School District,553,633840,K9300909,"2916 McKee Road, 
Merced, CA  95340",Merced,10809,11.3402,2.06186,12.3711,0,0,0,74.2268,,,,,,,
10812,Bright Horizons Carlsbad School,,,0,private,K,K,80,5,5,Briggs Elementary School District,1009,606030,K9500040,"2634 El Camino Real, 
Carlsbad, CA  92008",Carlsbad,10812,11.3402,2.06186,12.3711,0,0,0,74.2268,,,,,,,
10813,Ilan Ramon Day School,,,0,private,K-5,PK-5,150,5,4,"Igo, Ono, Platina Union Elementary School District",732,618160,K9500041,"27400 Canwood Street, 
Agoura Hills, CA  91301",Agoura Hills,10813,0,0,0,0,0,0,100,,,,,,,
