Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504,gsId
0,0,0,0,100,0,0,0,2,38,70.1,0,0,0,988
0,0,6.12,6.12,38.78,0,48.98,0,2,38,85.71,0,0,0,989
0,0,4.76,4.76,42.86,0,47.62,4,4.6,38,80.95,0,0,0,990
0,0,0,0,83.33,0,16.67,4,4.6,38,83.33,0,0,0,991
6.44,1.26,52.59,1.73,2.83,0.31,34.85,4,4.6,38,75.04,3.1,0,0.4,992
4,4,60,8,4,0,20,0,4.6,38,68,0,0,0,993
4.51,1.35,47.4,0.9,2.48,0.9,42.44,39,7.8,6,54.18,11,8.8,2.1,994
4.85,0.61,51.82,1.52,2.42,0,38.79,39,7.8,6,59.09,8.4,0,2.2,995
2.18,1.31,15.72,10.92,4.8,0.44,64.63,39,7.8,6,56.77,15.9,9.7,0.9,997
0.99,1.97,17.11,11.51,5.59,0.33,62.5,39,7.8,6,72.37,16.9,20.1,0,998
0,0,21.74,17.39,13.04,0,47.83,39,7.8,6,95.65,0,0,0,999
0,0.57,10.86,18.86,9.71,0,60,39,7.8,6,63.43,16,23.7,1.4,1000
0,0,0,5.88,2.94,0,91.18,39,7.8,6,67.65,16.7,0,0,1001
0,0,6.67,8.33,5.83,0,79.17,39,7.8,6,45.83,19.2,12.1,0,1002
7.29,1.22,16.41,1.82,12.77,0.91,59.57,39,7.8,6,41.64,9.8,0,0.7,1003
3.62,1.09,15.22,9.78,8.7,0.36,61.23,39,7.8,6,41.67,5.4,0,0.8,1004
1.69,0,23.73,11.86,10.17,1.69,50.85,0,7.8,6,61.02,4,18.5,4,1005
17.92,1.65,33.96,9.2,5.19,3.54,28.54,0,7.8,6,90.8,13.9,9.1,0.4,1006
12.17,3.02,17.11,4.48,5.4,1.01,56.82,159,21.6,183,47.85,8.6,6.7,3.5,1007
16.56,2.6,17.53,7.79,7.14,0.32,48.05,159,21.6,183,75.97,8.1,0,0,1008
9.67,3.87,23.2,10.5,5.25,0,47.51,159,21.6,183,82.32,15.1,4.8,0.5,1011
9.54,1.53,15.27,12.4,4.01,1.53,55.73,159,21.6,183,53.44,8.9,4.5,0.8,1014
12.24,3.4,17.35,8.16,4.93,2.21,51.7,159,21.6,183,63.1,12.4,6.7,0.6,1017
0.55,0.55,22.87,0.83,3.31,0.55,71.35,159,21.6,183,49.59,17.4,3.4,2,1018
0.62,0,17.9,0.62,1.23,0,79.63,27,22,13,38.89,12.4,0,1.6,1019
2.04,1.36,6.12,8.84,6.12,0,75.51,27,22,13,34.01,7.8,12.2,1.4,1020
0.74,0,11.44,9.59,3.69,0,74.54,27,22,13,33.95,7,17.9,0.7,1021
0,0,19.51,12.2,14.63,0,53.66,4,4.5,13,67.07,11.6,0,8.1,1024
1.15,0.46,25.43,8.13,3.89,0.23,60.71,130,16.3,68,47.19,16.1,5.1,6.4,1025
0,5,5,5,3.33,0,81.67,130,16.3,68,21.67,27.4,20.7,0,1026
0,0,0,10,0,0,90,130,16.3,68,90,0,0,0,1027
0.51,0,9.14,9.64,0.51,0,80.2,130,16.3,68,27.92,10.6,0,0,1028
3.47,1.85,11.34,8.8,1.39,0.23,72.92,130,16.3,68,18.52,14,5.3,2.3,1029
0,0,7.5,12.5,77.5,0,2.5,0,16.3,68,95,32.4,0,0,1030
0,0.22,3.23,2.8,91.4,0.22,2.15,0,16.3,68,86.67,18,9.4,0.4,1031
0.79,0.4,3.57,1.98,83.73,0,9.52,31,9.8,10,73.02,13.1,5.6,1.6,1032
0,0,19.23,0,69.23,0,11.54,31,9.8,10,88.46,16.7,0,0,1033
0,0,8.33,0,81.67,0,10,31,9.8,10,88.33,13.5,0,0,1034
0,1.55,11.4,2.07,50.26,0.52,34.2,31,9.8,10,84.97,20.3,0,1.7,1035
0,0,0,0,100,0,0,31,9.8,10,90,0,0,0,1036
12,0,0,8,0,0,80,31,9.8,10,40,0,0,0,1037
0,0,38.6,7.89,38.6,0,14.91,31,9.8,10,88.6,10.7,30.3,0,1038
0,8.33,0,33.33,8.33,0,50,31,9.8,10,75,0,0,0,1039
0,0,0,0,0,0,100,31,9.8,10,25,0,0,0,1040
0,0,5.88,5.88,0,0,88.24,31,9.8,10,47.06,8.9,50,0,1041
0,0,0,0,0,0,100,2,44.4,10,33.33,0,15.7,0,1042
0.45,1.34,11.79,7.91,6.12,0.3,72.09,4,0.4,10,68.21,9.7,7.8,1,1043
1.46,0.73,13.41,12.2,7.8,0.24,64.15,4,0.4,10,56.1,19.1,13.4,1.3,1044
1.86,1.06,12.23,9.84,9.57,0.53,64.89,4,0.4,10,42.82,18.5,9.8,2.2,1045
0.81,1.89,15.41,9.73,9.19,1.08,61.89,4,0.4,10,54.05,5.6,0,0.5,1046
1.75,1.17,10.53,8.3,2.34,0.23,75.67,139,20.6,165,30.99,12.6,5.3,1.9,1047
0.64,0.97,9.66,12.56,7.41,0.16,68.6,82,7.8,24,34.78,14.1,10.9,5.6,1048
2.27,0,13.64,22.73,11.36,0,50,0,7.8,24,88.64,17.5,0,5,1049
0,3.92,5.88,23.53,19.61,0,47.06,0,7.8,24,86.27,43.5,0,43.5,1050
0,0,0,0,0,0,100,0,7.8,24,81.25,0,0,0,1051
1.5,1.5,26.92,10.65,3.55,0,55.89,0,7.8,24,51.78,11.2,12.2,0.4,1052
2.94,0,2.94,2.94,0,0,91.18,0,7.8,24,91.18,0,33.3,0,1053
0.94,0,21.7,4.72,4.72,0,67.92,0,7.8,24,77.36,15.7,0,4.5,1054
0,0,20.55,6.85,3.2,0,69.41,0,7.8,24,73.52,13,19,1.8,1055
3.77,0,22.26,9.06,3.02,1.13,60.75,0,7.8,24,61.13,8.6,0,0,1058
3.52,1.01,22.11,7.54,10.05,0.5,55.28,0,7.8,24,60.8,17,9,2.3,1059
0.9,0.45,14.86,9.91,3.6,0.45,69.82,0,7.8,24,63.96,17,0,2.9,1060
0,2.7,13.51,18.92,5.41,0,59.46,0,7.8,24,27.03,0,0,0,1061
1.25,2.5,15,2.5,0,3.75,75,0,7.8,24,51.25,0,0,0,1063
7.69,0,7.69,0,15.38,0,69.23,0,11.1,24,53.85,0,0,0,1065
0.72,0.72,11.87,7.91,0.36,0.36,78.06,0,11.1,24,52.88,7.3,18.2,0,1066
2.04,2.04,13.78,3.06,4.08,0,75,12,1.4,24,39.8,0,0,1.4,1067
0,0,7.69,6.41,2.56,0,83.33,12,1.4,24,34.62,0,66.7,0,1068
0,0.56,7.34,12.99,6.78,0,72.32,12,1.4,24,58.19,5.7,12.5,7.5,1069
0,0.82,98.21,0.16,0,0,0.82,12,1.4,24,92.01,4.4,4.2,2.4,1070
0,0.8,96.8,0,0,0,2.4,12,1.4,24,90.8,6.7,0,1.9,1071
0.51,0.76,93.4,0.38,0,0,4.95,12,1.4,24,75.89,4.5,11,3.3,1072
0.95,1.12,88.4,0.95,0.06,0,8.52,198,13.8,166,72.9,6.8,3,3.4,1073
0,0.56,94.38,0,0,0,5.06,0,13.8,166,81.46,12.1,0,7.9,1074
0.69,1.43,93.33,0.26,0.21,0.05,4.02,368,14.9,157,75.33,8.2,6,0.6,1075
0,0.71,93.62,0,0.71,0,4.96,0,0.7,157,86.52,8.8,1.8,1.2,1076
1.84,0.63,92.15,0.15,0.1,0.1,5.04,229,22.3,295,71.45,7.4,2.3,0.5,1077
0,0,100,0,0,0,0,0,1,295,88.3,4.8,8.3,0,1078
0.3,0,99.24,0.1,0,0,0.36,119,18.1,286,82.64,5.8,6.6,0.2,1079
0.39,0,99.42,0,0,0,0.19,119,18.1,286,87.96,5.4,0,0,1080
0,0.17,98.98,0,0.17,0,0.68,119,18.1,286,85.57,6,0,0.5,1082
0.14,0,99.32,0,0.14,0,0.41,119,18.1,286,83.9,4.5,0,0.4,1083
0.68,0,99.15,0.17,0,0,0,119,18.1,286,85.18,8.8,0,0.3,1084
0,0.19,99.62,0,0,0,0.19,119,18.1,286,89.25,10.5,0,2.1,1085
0,0,99.74,0,0,0,0.26,0,18.1,286,91.17,8.9,8.8,0.3,1086
0.3,0,99.4,0,0,0,0.3,0,18.1,286,92.39,6.8,0,0.4,1087
0.27,2.97,86.49,0.81,0,0,9.46,39,22.9,22,77.3,7.6,10.3,2.9,1088
0.6,3.3,90.99,0.6,0,0,4.5,39,22.9,22,82.88,4.4,10.5,1.1,1089
1.15,0,79.31,3.45,0,0,16.09,39,22.9,22,93.1,4.2,0,0,1091
0.63,1.67,87.66,1.46,0.21,0,8.37,39,22.9,22,65.69,5.6,0,0.4,1092
1.11,1.11,91.41,3.88,0.28,0,2.22,39,22.9,22,84.21,11.7,0,0.5,1093
0.39,0.77,95.74,0.58,0,0,2.51,39,22.9,22,77.56,9.2,0,0.4,1094
0.75,0.75,94.74,1.5,0.19,0,2.07,39,22.9,22,78.38,7.3,0,0.5,1095
0,1.61,95.97,0.27,0,0.27,1.88,39,22.9,22,90.05,10.3,5.3,1,1096
0,0.69,98.4,0.23,0,0,0.69,39,22.9,22,88.56,6.9,0,0.5,1097
0,2.72,95.11,0.27,0.27,0,1.63,39,22.9,22,94.57,7.4,0,0.5,1098
0.49,0.73,97.08,0.24,0,0,1.46,39,22.9,22,90.02,7.8,6.2,0.4,1099
1.61,0.69,90.14,1.38,0,0,6.19,39,22.9,22,70.18,10.4,6.2,0.4,1100
0,2.67,95.63,0,0,0,1.7,39,22.9,22,92.48,9.2,0,0.4,1101
0.3,1.22,94.98,0.46,0,0,3.04,39,22.9,22,80.7,10.1,0,0.5,1102
0,0.33,99.01,0.16,0,0,0.49,39,22.9,22,89.57,8.4,5.4,0.6,1103
0.18,0,93.14,0.36,0,0,6.32,39,22.9,22,72.38,6.8,0,0.4,1104
0.19,0.38,82.58,2.08,0.19,0.19,14.39,4,17.4,23,60.98,8.7,4.6,0.4,1105
0.35,0,94.74,0.7,0,0,4.21,4,17.4,23,78.25,10.5,0,1.3,1106
0,0.56,71.91,1.12,0,0,26.4,4,17.4,23,58.43,9.3,0,2.2,1107
5.88,0,94.12,0,0,0,0,4,17.4,23,70.59,0,0,0,1108
0.88,1.38,85.07,0.79,0,0,11.89,4,17.4,23,56.78,9.5,0,0.2,1109
0,1.89,79.25,1.89,0,0,16.98,0,17.4,23,49.06,13.6,0,0,1110
2.39,1.71,79.61,0.43,0.26,0,15.61,0,16.9,67,44.88,6.2,0,1,1111
2.07,1.14,80.39,0.73,0.41,0.1,15.15,0,16.9,67,49.17,9.1,0,0.4,1113
2.42,0,38.71,0.81,0,0,58.06,0,16.9,67,6.45,3.1,0,5.4,1114
3.01,0.15,83.94,0.29,0,0.07,12.54,0,16.9,67,36.36,7.9,11.2,0.3,1115
0,1.53,86.27,0,0.22,0.22,11.76,0,16.9,67,73.86,7.2,0,0,1116
6.58,2.63,51.32,3.95,0,0,35.53,0,16.9,67,34.21,4.3,0,0,1117
0.89,1.48,89.91,2.08,0,0,5.64,0,16.9,67,93.18,10.7,10.3,0,1118
0,0,25.81,3.23,67.74,0,3.23,0,16.9,67,77.42,13.3,0,0,1119
0,1.14,45.01,6.27,45.3,0,2.28,0,16.9,67,97.15,14.2,0,0,1120
0.61,0,60.37,2.44,33.54,0,3.05,6,0,67,85.98,9.5,0,2.7,1121
0,0.56,45.25,3.91,46.93,0,3.35,6,0,67,91.62,14.4,10.8,1.1,1122
0.56,0.28,93.31,0.28,0,0,5.57,6,0,67,93.87,6.7,7.4,0,1123
0,0,22.56,9.77,45.11,0,22.56,6,0,67,80.45,12.1,10.2,3.5,1124
0,0,23.08,0,46.15,0,30.77,11,9.4,67,84.62,0,0,3.9,1125
0,5.88,17.65,0,11.76,0,64.71,0,9.4,67,82.35,12.1,0,0,1133
0,5.88,17.65,0,11.76,0,64.71,0,9.4,67,82.35,0,0,0,1134
1.73,0.43,51.52,5.63,13.85,0,26.84,0,9.4,67,58.01,6.6,0,0,1135
2.86,0.95,41.9,4.76,12.38,0,37.14,23,15.5,7,47.62,12.4,0,0,1136
0,0,33.96,5.66,15.09,0,45.28,23,15.5,7,49.06,0,0,0,1138
0,4.55,36.36,4.55,9.09,0,45.45,10,8.3,7,59.09,0,0,0,1139
0.75,1.49,14.93,5.22,2.24,0.75,74.63,10,8.3,7,27.61,5.5,11.8,1.4,1140
0.88,2.12,87.08,1.06,0.53,0,8.32,10,8.3,7,94.69,6.4,3.7,1.2,1141
1.59,3.64,82.05,0.91,1.59,0,10.23,10,8.3,7,94.32,13.1,11.8,1,1142
7.12,10.53,24.3,6.35,1.55,1.08,49.07,10,8.3,7,40.4,10.2,0,4,1143
0.35,2.08,47.22,3.47,36.11,0,10.76,10,8.3,7,59.38,9,5,1.1,1144
5.65,8.87,20.36,19.35,0.81,1.41,43.55,10,8.3,7,62.3,8.3,0,4.1,1145
2.17,0.36,80.8,2.54,6.88,0,7.25,10,8.3,7,84.42,17.8,6.2,0.7,1146
0.7,3.72,86.16,0.12,0.23,0.12,8.95,84,14.4,55,76.4,7.4,9.8,0.2,1147
0.67,3.02,91.28,0.34,0.17,0,4.53,84,14.4,55,79.03,5.7,4.8,0,1148
0.72,1.79,93.19,0,0,0,4.3,84,14.4,55,85.13,0.7,8.3,0,1149
0,4,92,0,0,0,4,0,14.4,55,88,0,0,9.8,1150
0.28,3.32,90.87,0.14,0,0,5.39,0,14.4,55,78.28,9,6.7,0.6,1151
0.38,3.27,91.54,0.19,0,0,4.62,0,14.4,55,78.65,8.7,5.6,0.8,1152
0.5,2.74,70.07,2.24,0.25,0,24.19,,,,44.89,,,,1154
0.54,5.92,75.04,0.72,0.9,0,16.88,,,,84.74,13.6,7.4,1.8,1155
3.35,3.67,84.03,1.12,0,0.16,7.67,,,,88.5,10.3,21.2,1.2,1156
1.94,10.54,78.49,2.37,0,0.65,6.02,,,,98.06,10.8,16.4,0.8,1157
1.1,2.75,66.57,4.4,0.96,0,24.21,,,,75.52,9.6,16.5,1.5,1158
0.44,2,80.93,2.66,0.22,0,13.75,,,,90.47,10.4,29.5,2.5,1159
1.58,4.75,79.93,2.46,0,0,11.27,,,,94.19,11.5,4.1,2,1160
0.19,4.26,70.79,5.03,1.35,0.19,18.18,,,,79.3,9.4,16.4,0.8,1161
3.54,5.13,66.37,0.71,0.71,0,23.54,,,,73.81,10.9,3.7,1.7,1162
3.57,3.57,57.14,0,0,0,35.71,0,,,67.86,0,0,2.7,1163
0.54,5.68,62.77,0.41,0.54,0.2,29.86,136,8.3,88,62.36,9.1,1.7,0.5,1164
4.13,5.8,63.12,1.74,0.51,0.07,24.64,142,13.4,106,56.96,7.9,3.7,0.7,1165
0,6.9,75.86,0,1.72,0,15.52,0,13.4,106,74.14,5,0,0.9,1166
0,0.8,40,4.8,0,0,54.4,0,13.4,106,36.8,6.4,15.4,1.3,1167
1.01,0.38,36.96,2.41,0,0,59.24,0,13.4,106,31.9,8.2,3,3.1,1168
1.89,1.35,60.54,0.81,0,0,35.41,0,13.4,106,72.43,11.5,0,0.9,1169
2.99,7.97,81.73,2.33,0,0,4.98,0,13.4,106,93.36,7.1,23.5,0.6,1171
4.81,4.65,62.48,5.74,0.93,0.31,21.09,0,13.4,106,60.78,6.4,2,0.3,1172
2.85,5.2,68.62,3.02,0.67,0.34,19.3,0,13.4,106,70.81,9.5,2,0.6,1173
4.98,5.33,67.87,2.58,0.17,0.34,18.73,0,13.4,106,68.04,10.5,6.5,0.3,1174
4.06,3.14,63.28,5.35,0.37,0.55,23.25,0,13.4,106,70.48,11.2,4.9,0.8,1175
2.67,5.33,66.67,0,9.33,0,16,0,1.3,106,76,6.7,30.6,13.5,1176
6.9,6.49,54.81,1.28,3.73,0.61,26.18,186,18.6,202,51.64,10.4,7.3,0.2,1177
7.94,5.48,40.83,1.51,0.57,0.76,42.91,186,18.6,202,36.29,3.9,0,1.2,1179
0,0,100,0,0,0,0,0,18.6,202,36.29,0,0,0,1180
0.37,0,97.13,0.12,0.12,0,2.25,0,18.6,202,92.01,6.4,9.7,0,1181
0.31,0,96.73,0,0,0,2.96,76,18.8,52,88.01,9.8,27.6,0,1182
0,0,98.61,0,0,0,1.39,76,18.8,52,93.06,6.5,0,0,1183
0.64,0,96.81,0,0,0,2.56,76,18.8,52,90.1,7.8,18.4,0,1184
0,3.45,93.1,0,0,0,3.45,0,18.8,52,86.21,0,0,0,1185
0.13,0.8,96.13,0.13,0.13,0,2.67,0,18.8,52,94.39,0,0,0,1186
0.15,0.45,96.99,0,0.3,0,2.11,0,18.8,52,94.43,99.7,5.7,0,1187
0.37,0.12,95.8,0.12,0.37,0,3.21,0,18.8,52,92.84,99.4,0,0,1188
0.92,8.82,88.82,0.26,0,0,1.18,0,18.8,52,97.24,5.3,5.4,0.5,1189
5,3.23,59.68,3.39,0.16,0.16,28.39,0,18.8,52,41.45,9.8,8.9,0.3,1190
2.73,6.23,72.73,0.65,0.78,0.39,16.49,0,18.8,52,74.42,7,12.1,1.1,1191
0.34,4.47,89.22,0.69,0.11,0,5.16,0,18.8,52,95.07,6.5,0,0.2,1192
0,7.34,86.95,0.49,0,0,5.22,0,18.8,52,83.85,8.4,4.5,0.6,1193
1.52,12.51,73.12,1.41,0.33,0.33,10.77,0,18.8,52,85.85,7.6,15.6,0.5,1194
3.25,8.44,42.86,4.22,0,0,41.23,0,18.8,52,16.88,6.9,0,7.6,1195
4.33,5.67,67.33,3,0.67,0.17,18.83,0,18.8,52,75.17,16.9,6.2,1,1196
2.64,20.39,65.46,2.22,0.83,0,8.46,0,18.8,52,90.01,8.5,9.7,0.5,1197
0.46,6.56,81.98,1.68,1.07,0.15,8.09,0,18.8,52,91.45,11,0,2.7,1198
1.59,8.93,58.93,5.56,1.39,0,23.61,0,18.8,52,67.86,8.1,5,2.3,1199
0.35,12.34,83.7,0.81,0.12,0,2.68,0,18.8,52,97.32,4.3,2.5,0,1200
0.52,1.78,92.35,2.62,0.21,0,2.52,0,18.8,52,93.08,5,5.1,1.4,1201
1.76,2.65,75.31,1.41,0.53,0,18.34,0,18.8,52,78.84,9.9,8.7,0.4,1202
1.37,13.87,62.89,4.49,0.98,0.2,16.21,0,18.8,52,87.7,12.4,10,0.8,1203
0.89,28.34,56.15,3.03,1.07,0,10.52,0,18.8,52,97.86,7.8,4.3,2,1204
0.71,3.71,82.17,1.43,0.57,0.43,10.98,0,18.8,52,84.31,9.4,2.9,0.5,1205
0.43,6.52,84.35,1.3,0.87,0,6.52,0,18.8,52,99.13,6.2,0,1.8,1206
0.71,11.75,79.32,1.06,0.82,0,6.35,0,18.8,52,95.06,9.1,15.6,3.1,1207
0.68,2.82,91.32,0.9,0.56,0,3.72,0,18.8,52,96.51,6.1,5.3,2.3,1208
1.61,20.62,71.68,2.73,0,0.12,3.23,0,18.8,52,94.29,10.4,8.9,0.5,1209
0.81,1.51,90.69,0.23,0.47,0,6.29,0,18.8,52,94.06,6.6,0,1.2,1210
0.59,24.19,60.26,3.37,0.88,0,10.7,0,18.8,52,93.11,6.2,9.4,1.5,1211
1.82,3.52,73.57,2.08,1.04,0.52,17.45,0,18.8,52,76.56,10.9,3.3,0.6,1212
0.47,4.48,85.16,0.71,1.06,0,8.13,0,18.8,52,92.93,7.8,2.6,0.2,1213
0.58,11.59,80.29,1.16,0.29,0,6.09,0,18.8,52,93.33,4.5,9.1,0.6,1214
0.82,9.88,82.72,0.96,0.14,0,5.49,0,18.8,52,95.2,6.9,17.2,0,1215
2.36,8.78,71.28,2.36,0.34,0.34,14.53,0,18.8,52,89.86,12.1,0,0,1216
0.15,3.3,88.74,1.35,0.15,0,6.31,0,18.8,52,94.29,6,6.7,1,1217
1.99,11.5,72.57,3.54,0,0,10.4,0,18.8,52,91.37,14.7,0,0.9,1219
1.08,8.14,85.53,0.81,0.54,0.18,3.71,0,18.8,52,97.2,8.1,11.8,0.2,1220
0.57,4.01,91.63,0.57,0.23,0.11,2.87,0,18.8,52,95.99,9.9,6.2,1.7,1221
0.97,5.89,84.06,0.68,0.48,0.39,7.54,0,18.8,52,92.17,10.3,10.6,0.5,1222
1.35,8.2,61.35,2.7,1.01,0.22,25.17,0,18.8,52,72.25,5.9,2.1,1.4,1223
0.31,2.44,91.05,0.31,0.51,0.2,5.19,0,18.8,52,86.78,7,5.1,1.4,1224
0.77,5.56,85.49,1.39,0.46,0,6.33,0,18.8,52,89.81,9.6,8,0.6,1225
0.62,8.52,86.54,0.62,0.37,0.12,3.21,0,18.8,52,95.93,11,2.6,1.3,1226
1.23,10.68,80.27,1.78,0.14,0,5.89,0,18.8,52,94.79,6.6,0,1.1,1227
0.85,5.53,88.94,0.64,0.43,0,3.62,0,18.8,52,98.3,6.9,0,1.1,1228
0,3.1,37.86,9.76,0.48,0,48.81,0,18.8,52,94.05,11.7,0,0,1229
0.3,2.7,40.24,4.5,1.5,0.3,50.45,0,18.8,52,87.69,8.5,0,0,1230
0,1.45,31.35,5.63,0,0,61.58,0,18.8,52,94.53,7.2,0,0.7,1231
0,0,100,0,0,0,0,0,18.8,52,77.78,0,0,0,1232
0,0,50,0,0,0,50,0,18.8,52,100,0,0,0,1233
0.79,0.79,89.45,0.26,0.26,0,8.44,0,18.8,52,94.72,12.7,9.3,0,1234
0,1.89,7.55,3.77,3.77,0,83.02,0,18.8,52,79.25,12.7,40,3.2,1236
0.94,0,95.31,0,0,0,3.76,0,18.8,52,97.18,9.2,0,0,1237
16.49,0.13,80.99,0.44,0.19,0.13,1.64,104,19.2,178,87.79,4.8,6.6,0.2,1238
3.36,1.34,93.29,0.67,0,0,1.34,0,19.2,178,80.54,8.9,21.1,1.3,1239
8.82,0,90.05,0.23,0.23,0.68,0,0,19.2,178,85.29,5.1,18.8,0,1240
7.59,0.29,90.97,0.29,0.14,0,0.72,0,19.2,178,91.12,8.1,15.2,0.3,1241
11.32,0.44,85.92,0.58,0.15,0,1.6,0,19.2,178,86.79,8.1,15.6,0.3,1242
2.63,0.18,95.8,0.18,0.35,0,0.88,0,19.2,178,91.42,9.3,23.3,0,1243
6.91,0,92,0.55,0,0,0.55,0,19.2,178,88.18,8.4,17.1,0,1244
6.19,0.65,91.86,0.16,0.16,0.33,0.65,0,19.2,178,86.16,6.4,0,0,1245
9.66,0.8,86.32,0.6,0,0,2.62,0,19.2,178,86.52,4.9,37,0,1246
0.83,2.29,84.58,0.83,0.63,0,10.83,0,19.2,178,95.21,7.9,8,5.2,1248
0.51,3.03,79.63,1.68,1.01,0,14.14,0,19.2,178,91.58,4.9,24.2,2.9,1249
0,1.02,10.2,2.04,0.51,0,86.22,0,19.2,178,58.16,0,0,0,1250
0.46,0.46,34.86,7.8,2.29,0.46,53.67,0,19.2,178,63.76,8.3,0,0,1251
1.4,0.35,34.62,8.39,0.7,0.35,54.2,43,6.9,4,56.29,8.2,0,0.6,1252
0.38,0.38,33.08,5.77,3.08,0,57.31,43,6.9,4,66.15,17.9,0,0,1253
1.04,2.07,90.83,2.22,0.15,0,3.7,43,6.9,4,97.19,5,10.3,0,1254
5.53,1.53,40.27,3.44,0.19,0.19,48.85,43,6.9,4,45.42,12.7,0,1.8,1255
5.55,2.38,32.96,4.87,0.68,0.11,53.45,43,6.9,4,38.39,10.4,2.6,0.8,1256
6.52,2.22,36.77,2.35,1.3,0.26,50.59,43,6.9,4,45.63,6.5,0,0.9,1257
5.2,2.38,40.71,4.75,0.59,0.15,46.21,43,6.9,4,39.23,9.4,13.6,1.3,1258
0.77,5.9,44.36,5.64,0.51,0,42.82,43,6.9,4,46.92,5.3,0,1.1,1259
1.31,0,84.97,0,0,0,13.73,43,6.9,4,75.16,0,0,0,1260
0.59,1.96,91.18,0.59,0,0,5.69,43,6.9,4,92.35,7.7,5,0.4,1261
3.1,10.34,80.57,0.57,0.34,0,5.06,43,6.9,4,92.18,7.5,5.3,0.2,1262
1.24,8.93,79.03,2.61,0.5,0,7.69,43,6.9,4,89.33,8.6,0,0,1263
2.65,5.95,83.74,2.27,0.85,0,4.54,43,6.9,4,87.9,7.6,0,0.2,1266
0.66,10.51,82.52,0.66,0.11,0.11,5.42,43,6.9,4,89.05,8.2,2.9,0,1267
1.62,11.78,80.85,1.77,0.15,0,3.83,43,6.9,4,96.47,6.6,0,0,1268
3.41,9.8,74.86,1.85,0.85,0,9.23,43,6.9,4,91.19,4,0,0.3,1269
4.03,2.42,16.13,0.81,2.42,0,74.19,43,6.9,4,70.97,4.3,0,0,1270
0.73,1.46,16.83,0.49,3.17,0,77.32,43,6.9,4,83.17,10.2,0,2,1271
0.24,0.24,94.59,2.43,0.08,0,2.43,262,11.3,122,87.74,6.2,5,0.1,1273
2.15,13.44,60.68,3.97,0.67,0.14,18.96,220,16.1,372,67.71,8.6,4.2,1,1274
4.87,2.41,30.97,2.66,0.95,0.2,57.93,223,21.5,341,24.2,6.1,4.4,0.7,1275
0,2.38,94.05,0,0,0,3.57,0,21.5,341,85.71,0,0,0,1276
0.9,4.83,85.43,0.5,0.9,0.18,7.26,187,0.5,341,82.36,8.6,3.1,0.2,1277
0.45,3.11,86.77,1.1,0.6,0.2,7.77,178,0,341,83.97,9.7,4.7,0.1,1278
3.52,5.76,68.35,1.73,1.12,0.15,19.37,207,15.5,171,63.56,10,10.7,0.7,1279
0.86,1.51,12.31,4.32,3.67,0,77.32,46,3.2,10,65.44,12.2,7.7,0,1280
0.98,3.18,27.43,2.75,1.22,0.18,64.26,161,11.6,46,75.93,0,2.5,9.4,1281
0,0,99.1,0,0,0,0.9,0,1,46,86.49,0,0,0,1282
8.31,9.65,66.97,0.92,0.21,0.17,13.76,263,11.3,110,70.12,7.2,2.4,0,1283
2.42,9.79,80.06,1.31,0.66,0.15,5.6,249,12.3,86,92.38,8.9,5.2,0.2,1284
0.61,0.4,90.38,0.74,0.13,0.07,7.67,119,11,60,79.81,7.8,6.2,0,1285
17.96,6.64,39.15,4.17,0.71,0.09,31.28,429,23.7,492,32.56,6.3,2.5,1.1,1286
0.41,16.8,73.36,2.46,0.41,0,6.56,0,23.7,492,86.89,5.3,0,0.8,1288
0.68,5.1,43.54,4.08,1.02,0.34,45.24,0,0.4,492,63.27,3.8,0,1.5,1290
3.16,13.52,65.56,4.19,0.59,0.2,12.78,183,6.7,77,83.87,8.5,0,0.1,1291
5.11,6,54.67,1.41,0.53,0.71,31.57,183,6.7,77,65.78,9.5,0,1.7,1292
7.07,6.8,59.07,5.2,0.27,0.53,21.07,183,6.7,77,67.47,7.3,0,1,1293
0.5,0.08,98.27,0,0,0,1.16,183,6.7,77,87.29,7.5,2,0.2,1294
0,0,98.07,0.28,0,0,1.66,183,6.7,77,82.9,9.5,2.4,0,1295
0,0.34,96.92,0.17,0,0,2.56,183,6.7,77,92.31,6.1,17.1,0,1296
0.2,0.2,97.46,0.59,0,0.2,1.37,183,6.7,77,93.16,9.8,9.5,0.8,1297
0,11.54,15.38,11.54,0,0,61.54,183,6.7,77,73.08,0,0,0,1298
0.52,0,99.22,0,0,0,0.26,183,6.7,77,97.92,2.5,13,0,1299
0.59,0,99.41,0,0,0,0,183,6.7,77,95.88,5.1,0,1.3,1300
0.35,0.35,67.71,0,0,0,31.6,183,6.7,77,56.94,5.1,0,0,1301
0,0,29.37,4.9,0,0,65.73,183,6.7,77,79.72,12.2,33.3,0,1302
0,0,28.4,2.47,1.23,0,67.9,37,0,77,85.19,5.3,0,0,1303
0.15,0.3,99.1,0,0,0,0.45,37,0,77,91.87,2.7,9.3,0.3,1304
0.6,0.6,97.87,0,0,0,0.94,37,0,77,88.47,6.8,7.6,0.6,1305
0.7,0.81,96.98,0,0.12,0,1.4,145,25.1,50,83.37,8.4,20.4,2.5,1306
