Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504,gsId
6.61,3.3,76.2,1.71,0.34,0.23,11.62,204,17,163,75.06,10.7,0,0.7,6601
3.23,2.72,74.19,1.19,0.34,0.34,18,204,17,163,78.61,13.3,0,0.6,6602
10.72,5.23,54.14,1.06,0.66,0.93,27.27,125,15.6,163,50.63,9.6,12,0.4,6603
6.26,1.99,48.77,3.42,0.09,1.33,38.14,125,15.6,163,41.46,7.3,0,0,6604
8.08,2.19,49.33,3.37,0.51,0.51,36.03,125,15.6,163,48.65,11.6,0,0.4,6605
7.38,1.69,55.06,4.85,0.42,0,30.59,125,15.6,163,60.55,15.4,0,0,6606
3.89,2.28,75.17,3.89,0.13,0.54,14.09,125,15.6,163,80.27,7.3,0,0.2,6607
2.97,1.03,71.83,2.45,0.13,0.13,21.45,125,15.6,163,76.87,12.4,7,1.2,6608
14.95,5.01,49.26,1.99,0.96,0.96,26.88,177,14.5,98,41.38,9.2,8.6,0.9,6609
1.02,5.1,86.22,0.51,0,0,7.14,177,14.5,98,98.47,5.8,21.4,0,6610
7.14,0,60.71,0,3.57,0,28.57,177,14.5,98,78.57,0,0,0,6611
1.94,0.24,42.37,5.33,0.48,1.21,48.43,177,14.5,98,47.22,10.7,0,1.7,6612
4.23,0.45,30.29,1.56,0,0.67,62.81,177,14.5,98,26.5,7.7,0,1.1,6613
3.79,1.11,37.64,3.56,0.89,0.45,52.56,177,14.5,98,46.77,6.1,0,0.9,6615
3.68,1.61,33.79,2.76,0.69,0.57,56.9,98,27.4,161,30.11,6.9,0,1.7,6616
2.8,0.47,47.09,3.73,0.23,0.47,45.22,98,27.4,161,54.08,7.8,0,0.9,6617
5.53,0.24,31.25,2.16,0,0,60.82,98,27.4,161,32.93,7.8,0,1.6,6618
17.74,18.64,48.92,5.73,1.08,1.08,6.81,98,27.4,161,70.79,15,9.5,0.8,6619
4.88,3.25,80.92,2.22,2.22,0.15,6.36,98,27.4,161,92.75,6.1,0,0.3,6620
16.51,12.28,57.16,3.14,2.32,0.41,8.19,98,27.4,161,84.04,8,4,0.3,6621
21.35,11.18,60.6,0.7,3.26,0.25,2.66,187,12.7,60,90.68,8,8,0.3,6622
3.84,19.37,59.6,4.34,3.01,0.17,9.68,187,12.7,60,78.46,10.8,4.3,0.5,6623
1.69,0.24,87.77,0.61,0.97,0.48,8.23,187,12.7,60,84.14,4.1,3.7,0.2,6624
4.51,2.13,81.08,1.88,0.88,0.13,9.4,187,12.7,60,83.08,8.6,3.2,0.2,6625
6.1,6.86,76.97,0.47,3.03,0.52,6.05,273,0,60,80.85,7.2,7.8,0.4,6626
5.59,2.88,76.4,3.78,1.26,0.54,9.55,273,0,60,89.01,8.5,0,0.7,6630
15.41,9.18,60.98,1.97,1.48,0.66,10.33,273,0,60,88.36,15.2,0,0.3,6632
9.42,8.77,76.52,1.81,1.16,0,2.32,273,0,60,75.74,8.6,8,0.3,6633
13.18,13.18,51.69,7.43,0.84,0.51,13.18,273,0,60,67.57,15.6,4.2,0.8,6634
26.6,22.8,41.6,3,1.6,0.4,4,273,0,60,78,11,0,0.3,6635
2.25,4,90.88,0.61,1.33,0,0.92,273,0,60,73.46,6,3.2,0.2,6636
8.05,7.2,50,6.78,3.81,0,24.15,273,0,60,41.95,13.1,0,0,6637
8.91,13.86,59.12,2.69,0.99,0.42,14,273,0,60,62.52,10.9,4.2,0.5,6638
13.72,5.38,76.92,1.03,0.51,0,2.44,273,0,60,88.21,8.6,3.8,0,6640
12.45,9.11,74.35,0.93,1.67,0,1.49,273,0,60,91.26,4.5,0,0,6641
5.13,8.23,79.76,1.08,2.29,0.27,3.24,273,0,60,90.15,9.4,4,0,6642
5,15,75.83,0.56,1.67,0,1.94,273,0,60,67.5,4.3,12.5,0.6,6643
28.59,22.95,35.17,4.3,1.07,0.81,7.11,273,0,60,70.34,9.1,0,0,6644
37.23,8.55,43.42,2.75,1.18,0.98,5.89,273,0,60,82.12,6.3,0,1.6,6645
6.06,6.49,80.3,0.65,1.52,0,4.98,273,0,60,75.97,10.4,3.7,0.4,6646
10.16,17.05,51.71,1.71,4.98,0.89,13.51,103,8.5,34,58.46,10.8,1.3,0.9,6647
8.74,7.08,60.17,3.68,5.8,0.46,14.08,103,8.5,34,67.43,6.3,2.9,0.9,6648
2.55,17.02,62.55,0.43,7.66,0,9.79,0,8.5,34,61.7,8.8,0,0.7,6649
8.43,12.64,71.18,2.44,1.55,0.22,3.55,0,8.5,34,73.17,10.9,0,0,6650
23.41,17.06,48.02,3.77,4.76,0.4,2.58,0,8.5,34,76.98,13.9,10,0,6651
6.5,18.11,55.12,4.13,2.95,1.38,11.81,0,8.5,34,70.08,9.9,5.3,0.3,6652
11.9,18.71,63.78,1.53,1.53,0.34,2.21,0,8.5,34,82.99,5.5,0,0,6654
4.43,11.81,62.55,2.21,7.2,0.18,11.62,0,8.5,34,85.42,9.6,4.8,0.7,6655
4.55,10.74,78.93,3.72,0.83,0,1.24,0,8.5,34,78.1,7.8,0,0,6656
5.61,15.05,56.89,4.34,4.85,0.26,13.01,0,8.5,34,69.64,5.7,0,1.2,6658
12.42,7.28,48.82,4.93,0.86,1.5,24.2,0,8.5,34,49.68,11.2,0,0.8,6659
5.31,4.49,74.29,2.04,0.61,0,13.27,0,8.5,34,82.65,13.3,0,0,6660
14.29,4.76,76.19,0,0,4.76,0,0,8.5,34,61.9,0,0,0,6662
14.6,6.65,38.82,3.51,0.74,0.92,34.75,0,8.5,34,36.78,5.3,0,0.3,6663
20.22,7.1,47.22,4.48,0.15,1.39,19.44,0,8.5,34,56.48,11.5,3.9,0,6664
13.51,10.14,52.7,4.95,0.23,2.93,15.54,0,8.5,34,67.12,8.6,0,0,6665
12.95,7.9,62.46,2.52,0.11,1.32,12.73,0,8.5,34,67.62,11.4,0,0.5,6666
4.07,3.05,83.84,1.91,0,1.02,6.11,0,8.5,34,80.15,8.4,0,0,6667
9.43,2.92,44.6,4.29,0,0.86,37.91,0,8.5,34,36.19,4.6,0,0.3,6668
9.36,3.72,78.27,1.32,0.12,0.12,7.08,0,8.5,34,73.59,7.8,0,0.2,6669
13.86,5.61,42.01,3.58,0.24,0.42,34.28,252,5.1,57,31.97,9,1.2,0.5,6670
8.23,1.79,64.58,3.22,0.18,0.72,21.29,252,5.1,57,61.18,12.3,0,0,6671
16.63,7.91,52.88,3.33,0.62,1.29,17.34,251,17.1,303,49.26,8.7,3.2,0.2,6672
13.78,6.48,53.38,1.3,0.37,1.3,23.4,251,17.1,303,50.23,10.3,1.8,0.6,6674
14.6,8.47,17.01,12.38,0.18,0.42,46.94,42,23.1,385,17.85,9.4,5.4,2.6,6675
13.73,9.35,16.68,13.98,0.25,0.76,45.24,42,23.1,385,22.07,9.7,7.8,0.9,6676
12.18,7.35,20.59,10.5,1.47,0.21,47.69,42,23.1,385,25.63,9.3,0,0.8,6677
12.5,7.61,12.5,14.67,0.36,0.18,52.17,42,23.1,385,14.49,5.8,0,0.7,6678
4.62,12.31,23.08,13.85,1.54,0,44.62,27,23.1,385,52.31,0,0,4.8,6679
6.13,9.41,28.01,19.69,1.31,0.22,35.23,27,23.1,385,40.92,8,14.3,1.1,6681
15.09,4.15,18.49,14.34,0.38,0.19,47.36,27,23.1,385,9.25,9.9,4.3,0.4,6682
3.2,1.96,52.49,3.11,0.53,0.27,38.43,185,15.6,109,46.35,7.7,5.7,0.6,6684
1.89,3.22,55.68,4.36,0.76,0.19,33.9,185,15.6,109,57.01,7.7,21.4,0.3,6685
0,4,66.67,2.67,0,0,26.67,0,15.6,109,57.33,15.2,15.4,4.3,6686
0.95,1.72,77.48,3.82,0,0.19,15.84,0,15.6,109,82.63,15.5,5.4,1.4,6687
3.01,1.84,44.98,4.52,0.5,0.17,44.98,0,15.6,109,44.98,10.8,4.3,0,6688
16.19,15.18,42.2,7.86,0.92,0.88,16.77,231,0.6,109,56.42,9.5,7.6,1,6689
14.64,17.13,36.45,11.99,0.31,0.62,18.85,231,0.6,109,59.35,9.7,0,0,6692
15.99,21.49,43.89,5.91,0.71,0.81,11.2,231,0.6,109,68.02,13.8,16.1,1.1,6693
14.21,21.34,41.09,7.48,0.62,2.15,13.1,84,12.2,56,64.1,13.3,23.4,1.9,6695
4.01,11.52,66.11,6.01,0.17,0.83,11.35,84,12.2,56,87.48,9.3,8.8,0,6696
5.52,17.44,62.94,6.69,0.15,0.44,6.83,84,12.2,56,90.7,11.8,15.4,0.3,6697
11.55,19.93,52.03,4.06,1.15,1.06,10.23,84,12.2,56,77.34,10.7,7.5,1.2,6698
27.46,12.56,20.06,10.94,0.51,1.42,27.05,84,12.2,56,23.81,8,10.9,1.9,6699
15.53,11.24,24.1,8.97,0.8,0.8,38.55,84,12.2,56,32.93,9.2,7.1,1.2,6700
5.04,11.41,72.41,3.71,0.27,0.4,6.76,84,12.2,56,86.21,8.3,2.6,0.9,6701
12.32,16.21,38.95,9.68,0.42,1.79,20.63,84,12.2,56,59.47,10.5,10.2,0.2,6702
16.06,11.29,30.52,8.9,0.48,1.59,31.16,84,12.2,56,40.86,14.8,0,1.5,6703
8.92,18.31,36.46,11.31,0.64,1.43,22.93,84,12.2,56,60.35,11.3,8.3,1.1,6705
4.09,24.04,46.8,9.72,1.02,1.28,13.04,0,0.7,56,65.47,11.8,38.3,1.9,6706
4.01,13.25,69.49,3.39,0.31,0.15,9.4,0,0.7,56,86.13,13.8,26.1,0,6707
15.33,24.02,38.33,8.35,0.51,0.51,12.95,0,0.7,56,67.97,11.2,10.9,0.4,6708
8.3,7.72,32.82,6.37,0.77,0.19,43.82,0,0.7,56,37.26,11.5,0,0.6,6709
10.69,26.15,36.35,8.39,0.82,2.8,14.8,0,0.7,56,77.14,10.2,0,0,6711
8.42,13.24,52.35,6.44,0.62,0.74,18.19,0,0.7,56,49.01,12,16,1,6712
9.97,8.22,31.29,10.66,0.52,1.57,37.76,0,0.7,56,41.61,13.5,14.4,1.8,6713
30.63,11.88,22.5,10.83,1.04,2.5,20.63,0,0.7,56,27.92,13.5,12.5,1,6714
9.57,6.38,25.07,10.29,0.29,1.59,46.81,0,0.7,56,26.67,12.7,3.2,0.7,6715
15.68,13.86,20.57,9.77,1.14,1.14,37.84,0,0.7,56,33.41,13.6,8.7,1.5,6716
0,12.73,32.73,5.45,0,1.82,47.27,0,0.7,56,38.18,17.7,0,6.5,6717
7.52,9.79,13.64,9.62,1.4,2.27,55.77,0,0.7,56,37.24,14.2,9.6,0.4,6718
9.3,11.42,13.95,12.26,0.21,1.06,51.8,0,0.7,56,25.58,19.9,0,0.4,6719
18.91,15.11,22.3,8.04,0.42,1.21,34.02,343,19.6,293,24.53,8,4.3,2.1,6720
3.07,3.51,28.8,7.31,0.29,0.58,56.43,343,19.6,293,41.81,9.2,0,0.3,6721
6.44,1.67,25.56,11.44,0.56,0.22,54.11,343,19.6,293,24.33,6.1,0,1.4,6722
4.2,4.88,33.11,15.08,0.11,0.34,42.29,343,19.6,293,42.18,8.2,4.6,0.2,6723
9.68,6.67,27.36,12.12,0.56,0.33,43.27,343,19.6,293,30.81,8.8,3,0.7,6724
3.73,11.18,40.99,6.21,0.62,1.24,36.02,0,19.6,293,50.31,18.4,8.6,2.3,6725
3.46,8.56,53.73,8.38,0.55,0.36,24.95,0,19.6,293,70.31,11.3,4.3,0.3,6728
4.07,3.39,41.02,10.85,0.68,1.02,38.98,0,19.6,293,61.02,13.4,7.7,0,6729
4.79,4.47,33.3,3.94,1.17,0.74,51.6,0,19.6,293,39.26,9.9,8.3,2,6730
2.44,5.43,74.5,2.55,0.67,0.55,13.86,0,19.6,293,73.39,5.8,8,0.5,6731
2.82,1.54,17.95,14.62,0,0.77,62.31,0,19.6,293,23.08,10,0,0,6732
4.29,6.93,57.43,7.92,0.5,0.5,22.44,0,19.6,293,66.83,11.1,0,0.3,6733
6.23,9.1,40.36,6.47,0.72,1.56,35.57,0,19.6,293,48.02,10.5,10.1,2.8,6736
5.28,5.79,31.1,4.28,1.01,1.01,51.53,345,21.9,355,31.1,8.9,6.3,1.8,6737
6.25,10.63,33.59,5.2,0.82,1.17,42.35,189,10.7,137,37.91,11.2,6.8,2.7,6738
30.84,29.89,25.29,2.65,0.47,2.12,8.73,171,18.7,106,53.71,10,15.2,0.1,6739
4.4,32.6,53.11,2.56,0,1.83,5.49,171,18.7,106,88.64,9,16.7,0,6740
3.08,15.41,66.44,5.14,0.34,1.37,8.22,171,18.7,106,66.44,0,75,0,6741
15.26,37.54,31.75,8.6,0.88,1.75,4.21,171,18.7,106,81.4,8.6,8.3,0.4,6742
6.67,26.24,49.46,3.66,0.22,1.29,12.47,171,18.7,106,78.92,10.2,5.9,0,6744
14.22,33.33,35.78,6.86,0,1.96,7.84,171,18.7,106,78.92,9.1,18.8,0,6745
9.43,34.67,46.05,2.08,0.69,2.22,4.85,171,18.7,106,85.02,10.8,25.8,0,6746
26.35,29.25,24.48,5.6,0,1.45,12.86,171,18.7,106,62.86,11.1,15,0,6747
4.77,25.93,53.2,7.6,1.04,0.6,6.86,171,18.7,106,87.78,5.3,13,0,6748
2.76,53,32.72,4.61,0.46,1.84,4.61,171,18.7,106,94.93,9.2,0,0.9,6750
11.11,31.3,45.93,3.33,0,3.15,5.19,171,18.7,106,80.93,10.5,17.6,0,6751
22.08,17.59,46.86,2.15,0.36,4.49,6.46,171,18.7,106,78.1,11.2,14.3,0.4,6753
4.75,38.46,47.29,2.71,0.23,2.04,4.52,171,18.7,106,85.29,5.8,11.1,0,6754
18.5,28.5,28.17,7.17,0.5,3.17,14,171,18.7,106,64.83,11.2,4.8,0.7,6755
6.04,37.36,41.21,2.2,1.1,2.75,9.34,0,18.7,106,63.74,25.4,20,0,6756
20.74,28.09,40.47,3.01,0,2.68,5.02,0,18.7,106,79.6,14.7,22.6,0,6757
24.47,29.22,28.72,5.56,0.61,3.64,7.79,0,18.7,106,64.61,11,10.3,0.2,6758
9.72,20.48,49.63,4.33,0.9,4.04,10.91,0,18.7,106,84.6,6.5,8,0,6759
16.23,30.57,42.59,2.61,0.53,2.19,5.27,108,11.3,62,68.25,11.7,15.9,0.2,6760
41.6,27.04,20.25,1.36,0.49,1.73,7.53,108,11.3,62,52.35,4.5,3.2,0,6762
12.67,26.7,51.58,3.17,0,1.58,4.3,108,11.3,62,85.97,12.6,10.5,0.4,6763
2.63,1.58,28.02,1.28,1.13,0.38,64.99,223,21.8,207,28.55,7.6,65.8,4.1,6764
2.73,1.36,32.88,2.98,1.24,0.25,58.56,223,21.8,207,38.71,7.2,3.4,4.4,6765
7.14,0,57.14,0,0,0,35.71,223,21.8,207,82.14,12.1,89.3,6.1,6766
0,0,27.17,2.17,0,0,70.65,223,21.8,207,56.52,6.1,0,3.5,6767
1.53,0.51,19.9,6.12,0.77,0,71.17,223,21.8,207,32.14,8.8,0,1.6,6768
0.77,0.19,26.05,3.07,0.57,0.19,69.16,223,21.8,207,39.08,6.6,0,2.7,6770
2.64,1.13,22.26,2.64,0.38,0.19,70.75,223,21.8,207,31.89,10.9,0,1.8,6771
2.4,0.34,18.49,5.14,0,0,73.63,223,21.8,207,23.97,8.6,0,2.6,6772
1.15,2.88,46.4,3.17,1.15,0,45.24,223,21.8,207,61.67,11.3,0,2.8,6773
0,1.59,30.16,9.52,3.17,0,55.56,0,1.2,207,39.68,14.5,23.3,5.1,6774
3.33,0,17.14,6.67,0,0,72.86,0,1.2,207,34.29,9.8,19.8,1.5,6775
0.36,0.71,71.53,2.85,0,0,24.56,,,,75.8,10.5,11.2,0.6,6776
3.04,0.43,48.7,3.04,0.43,1.3,43.04,29,27.5,28,48.7,13,3.7,3.1,6777
0,0,63.64,0,0,0,36.36,0,27.5,28,72.73,0,9.3,20,6778
1.74,1.74,56.98,2.33,0,0.58,36.63,0,27.5,28,61.05,9.8,12.3,1.1,6779
3.76,0.63,32.43,2.95,0.45,0.27,59.5,417,35.5,844,39.41,9.3,2.2,0.7,6780
2.69,1.49,15.82,2.39,0,0,77.61,417,35.5,844,20.9,7.6,0,1.3,6781
1.37,0.86,58.39,2.23,0.17,0.51,36.47,417,35.5,844,67.29,12.1,0,0,6782
1.83,0.81,65.58,3.87,0,0.41,27.49,417,35.5,844,77.39,11,0,0.4,6783
2.87,0.66,37.09,4.19,1.32,0,53.86,417,35.5,844,52.54,9.4,0,0.5,6784
3,1.05,31.63,4.8,0.3,0,59.22,417,35.5,844,48.88,8.8,4.2,0,6785
4.25,1.12,43.4,2.46,0.89,0.22,47.65,417,35.5,844,55.7,10.4,4.3,1.3,6786
1.85,2.78,50.93,1.85,0,0,42.59,0,0.8,844,73.15,6.8,0,1.4,6787
1.75,1.56,56.92,1.75,0.19,0.19,37.62,0,0.8,844,67.84,14.7,0,1.9,6788
1.69,0.42,57.63,3.18,0.42,0,36.65,0,0.8,844,68.22,12.7,0,0.9,6789
1.92,0.43,67.95,4.06,0.64,0,25,0,0.8,844,75,11.4,0,0.5,6790
5.42,0.46,14.55,5.88,0.62,0.46,72.6,0,0.8,844,23.07,11.6,3.8,1.2,6791
1.09,0.22,82.17,1.52,0.22,0,14.78,0,0.8,844,89.13,14.1,0,0.4,6792
2.98,1.23,29.65,3.16,0.53,0.18,62.28,0,0.8,844,39.82,7.2,0,0.3,6793
5.2,1.65,17.26,4.73,0.95,0.71,69.5,0,0.8,844,25.77,8.6,0,0,6794
1.97,1.77,68.31,5.31,0.39,0.2,22.05,0,0.8,844,78.35,21.9,0,0.7,6795
1.45,1.01,55.86,4.05,0.29,0.29,37.05,0,0.8,844,57.16,10.3,0,1.5,6797
0.34,1.37,68.49,2.91,0.17,0.17,26.54,0,0.8,844,62.33,5.6,0,1.3,6798
1.58,1.84,48.09,3.55,0.66,0.13,44.15,0,0.8,844,48.62,11.6,3.2,2.6,6800
0,2.19,55.47,0.73,0,0,41.61,0,0.8,844,57.66,8.7,0,7.9,6801
1.97,1.52,46.61,2.06,0.69,0.54,46.61,289,17.6,304,40.51,12.3,1.1,3.2,6802
0.92,1.15,35.09,5.96,0.23,0,56.65,289,17.6,304,38.99,11.8,0,0.9,6803
0,1.71,70.45,3.21,0,0,24.63,289,17.6,304,72.38,14.3,10,0.8,6804
1.58,2.04,63.35,3.85,0,0.23,28.96,289,17.6,304,60.18,13.6,0,0.4,6805
0.91,0,39.09,10.91,0,2.73,46.36,289,17.6,304,45.45,9.4,20,0,6806
0,0,66.67,8.33,0,0,25,289,17.6,304,50,9.4,20,0,6807
0,1.9,72.51,3.79,0,0,21.8,289,17.6,304,77.25,9.4,20,0,6808
0,0,83.33,0,0,0,16.67,289,11.6,304,75.76,9.4,20,0,6809
10.17,0.29,26.74,7.27,0,0,55.52,289,11.6,304,55.52,18.8,4,0.4,6811
6.25,0,8.75,6.88,0.63,0,77.5,289,11.6,304,5,2.8,12.8,1.4,6812
6.18,1.55,22.08,3.97,0.22,0,66,289,11.6,304,26.71,8,13.1,0,6813
4.02,0.5,32.16,6.78,1.51,0,55.03,289,11.6,304,56.53,8.2,8.9,0.9,6814
4.48,0.3,46.57,3.28,0,0,45.37,289,11.6,304,57.61,17.7,18.9,0.6,6815
6.83,1.14,28.59,6.26,0.28,0.28,56.61,289,11.6,304,30.87,11.7,2.9,2.3,6816
6.89,0.98,24.59,3.77,0.82,0.16,62.79,289,11.6,304,45.41,8.6,0,2.7,6817
5.38,0.62,12.22,4.97,1.24,1.04,74.53,289,11.6,304,16.15,8.3,18.8,0.9,6818
3.61,1.2,18.98,6.63,0,0,69.58,289,11.6,304,39.16,8.8,5.2,1.2,6819
7.33,1.05,21.63,3.72,0.58,0,65.7,92,14.9,113,37.67,7.3,9.7,2.6,6820
2.19,0,56.65,2.73,0,0.91,37.52,92,14.9,113,45.17,5.7,0,0,6822
1.92,1.92,38.46,11.54,1.92,0,44.23,2,14.9,113,76.92,5.6,0,5.6,6823
5.38,1.15,25.59,4.87,0.14,0,62.87,222,35.7,598,27.03,8.8,7.2,3,6824
1.54,1.79,26.41,5.9,0,0,64.36,222,35.7,598,31.79,9.2,10,0.5,6825
4.12,1.55,45.1,4.38,0.26,0,44.59,222,35.7,598,54.38,19.5,21.8,1,6826
10.27,0.54,9.19,4.86,0,0,75.14,222,35.7,598,17.3,0,0,1.3,6828
1.07,0.27,88.47,0.8,0,0.8,8.58,222,35.7,598,86.33,11,24.2,0.5,6829
0,0,44.44,0,0,0,55.56,0,9.1,598,33.33,0,0,0,6830
1.38,0,22.79,5.11,0.59,0,70.14,0,9.1,598,21.02,7.1,8.7,0.9,6831
2.29,0.4,19,5.12,0.4,0.27,72.51,183,27.4,159,9.57,6.7,0,2.9,6832
0.96,0.57,20.69,4.41,0.38,0.19,72.8,183,27.4,159,18.39,6,8.9,1.4,6833
1.49,0.56,25.65,3.9,0.37,0,68.03,183,27.4,159,22.86,7.4,0,1.6,6834
34.01,5.08,49.24,5.08,0,5.08,1.52,183,27.4,159,79.7,5.9,28.6,0,6835
26.28,0.67,9.35,16.48,0,0.22,46.99,183,27.4,159,4.23,9.3,10.5,0.5,6837
17.26,0.27,9.86,15.62,0,1.64,55.34,183,27.4,159,2.74,10.5,5.9,1,6838
32.93,1.41,5.86,10.3,0,0.4,49.09,183,27.4,159,3.64,7.6,14.4,3.1,6839
23.65,3.43,25.09,9.39,0.36,2.35,35.74,183,27.4,159,17.87,20.3,33.3,0.6,6840
28.27,1.75,10.59,6.34,0.08,0.92,52.04,183,27.4,159,5.5,9.7,17.1,1.3,6841
42.43,2.19,7.97,10.76,0.2,0.2,36.25,183,27.4,159,4.58,8.6,14.3,0,6842
26.55,0,29.38,9.6,0,1.13,33.33,183,27.4,159,23.16,14.8,21.7,0,6843
30.97,1.29,29.68,7.74,0,2.58,27.74,183,27.4,159,25.81,14.3,5.9,1.1,6844
31.43,3.81,39.05,8.57,0,0,17.14,183,27.4,159,33.33,13.6,0,0,6845
23.97,0.29,13.46,10.41,0.39,0.49,50.98,183,27.4,159,9.82,5,14.9,0.2,6846
36.29,0.82,6.57,5.25,0.33,0.16,50.57,183,27.4,159,3.12,3.5,13,0,6847
20.99,1.03,9.88,7.2,0.21,0.41,60.29,183,27.4,159,6.79,8.1,17.3,0,6848
12.33,0.58,25.24,6.74,0.19,1.16,53.76,183,27.4,159,12.91,9.1,6.2,0,6849
23.63,0.58,10.66,9.51,0.29,0.58,54.76,183,27.4,159,10.66,8.9,23.1,1.2,6850
13.51,0.81,17.84,4.59,0.27,0.81,62.16,183,27.4,159,10.54,11,25,0,6851
3.48,0.39,52.84,3.61,0,0.26,39.43,183,27.4,159,45.23,6.4,9.3,2.1,6852
1.96,0.22,62.96,6.1,0,0.22,28.54,183,27.4,159,53.38,9.1,4.5,0,6853
2.4,0.6,41.62,5.69,0,0,49.7,183,27.4,159,38.92,8.1,0,0,6854
3.73,0.69,45,2.94,0.29,0,47.35,161,43.8,396,34.8,9.4,15.4,2,6855
3.01,0.16,54.59,3.32,0,0,38.92,161,43.8,396,43.83,6.1,4.2,0.4,6856
3.08,1.54,23.08,3.08,0,0,69.23,161,43.8,396,4.62,0,0,0,6857
0,0,78.38,2.7,0,0,18.92,0,43.8,396,91.89,11.4,100,0,6858
27.78,0.37,2.78,2.59,0.37,0.19,65.93,0,43.8,396,0.56,7,13.8,2.4,6859
22.6,0.31,3.1,9.29,0,0,64.71,0,43.8,396,0.93,8.9,0,1.1,6860
24.69,1.23,2.88,9.88,1.23,0.41,59.67,0,43.8,396,0,17.1,0,0.8,6861
36.48,0,4.72,12.6,0,0.26,45.93,0,43.8,396,0,12.9,0,1.1,6862
36.94,1.8,51.71,3.06,0,1.26,5.23,0,43.8,396,65.59,4.3,4.3,0,6863
42.4,1.75,40.64,5.26,0,2.92,7.02,0,43.8,396,61.7,12,6.7,0,6864
71.61,1.28,17.65,4.6,0,0.26,4.6,0,43.8,396,49.1,3.4,10.8,0,6867
50.36,2.56,31.15,4.55,0,1.85,9.53,0,43.8,396,59.6,7,23.7,0.3,6868
41.76,2.94,37.94,3.24,0.29,0.88,12.94,0,43.8,396,65.29,5.4,12.5,0,6869
38.79,1.87,51.87,2.34,0,1.4,3.74,0,43.8,396,66.36,7.9,12.2,1.3,6870
43.49,2.51,45.41,2.96,0,1.18,4.44,0,43.8,396,62.28,8.3,12.4,0.3,6871
63.43,1.45,22.93,5.58,0,1.24,5.37,0,43.8,396,47.73,6.7,8.6,0.4,6872
52.05,2.74,32.88,5.21,0,0.82,6.3,0,43.8,396,56.16,15.6,17.1,1.2,6873
66.01,0.73,14.43,8.31,0.49,0.73,9.29,0,43.8,396,25.43,6.5,0,0,6874
44.7,1.26,44.7,5.3,0.51,1.01,2.53,0,43.8,396,68.69,10.2,11.8,0.5,6875
57.74,0.84,28.66,5.23,0,2.09,5.44,0,43.8,396,63.6,5.6,10.5,0.9,6876
53.81,0.98,20.88,3.44,0.49,1.23,19.16,0,43.8,396,59.21,10.1,5.5,0.5,6877
38.07,2.56,51.99,3.41,0.28,0.57,3.13,0,43.8,396,71.31,2.8,6.1,0,6878
17.36,9.09,57.85,4.96,0.83,3.31,6.61,4,43.8,396,52.89,8.7,16.7,1.6,6879
47.16,4.13,39.93,4.13,0.17,1.55,2.93,123,14.5,86,58.95,7.6,10.9,0.3,6880
43.09,2.25,24.12,9,0,0.48,21.06,60,17.1,109,33.76,11.4,30,3.1,6881
14.03,1.88,29.74,12.65,0.69,2.77,38.24,138,21.9,197,19.37,11.2,24.9,5,6882
68.78,0.96,18.75,4.97,0.12,0.42,5.99,123,16.7,313,38.83,5.7,2.4,0.1,6883
6.23,0.71,22.24,17.08,0.18,0,53.56,123,16.7,313,11.21,10.3,8.7,1.7,6884
15.4,0.69,18.16,13.1,0.46,0.69,51.49,123,16.7,313,12.41,9.8,11.1,1.2,6891
12.17,0.75,23.22,16.1,0.19,0.37,47.19,123,16.7,313,14.04,5.2,9.5,2.3,6892
35.78,3.14,34.03,10.3,0.17,2.97,13.61,123,16.7,313,38.39,5.7,16.2,0.6,6893
1.54,1.54,15.38,3.08,0,0,78.46,123,16.7,313,18.46,13.7,0,0,6894
0,0,73.81,1.19,0,0,25,123,16.7,313,57.74,8.7,7.9,0,6896
0,1.04,71.88,2.08,0,0,25,17,10.1,313,62.5,13.7,10.3,2,6897
16.06,1.62,11.96,7.22,0,0.62,62.52,17,10.1,313,4.48,8.2,23,0,6898
19.52,0.86,8.81,14.51,0.17,0.52,55.61,17,10.1,313,3.28,10.9,25.6,0,6899
7.06,0.78,16.99,28.24,0,0.65,46.27,17,10.1,313,6.01,6,22.4,1.7,6900
7.82,1.45,14.41,15.2,0,1.12,60,17,10.1,313,5.92,7.9,19.4,4.1,6901
8.49,0.74,17.34,35.42,0,0.55,37.45,17,10.1,313,8.3,6.6,15.3,0.8,6902
5.42,1.36,10.7,29.81,0,0.95,51.76,17,10.1,313,4.34,5.3,18.3,2.6,6903
53.98,0.25,14.18,7.46,0,1.49,22.64,17,10.1,313,9.45,7.1,23.1,0.5,6904
19.12,0.94,52.66,5.02,0,7.84,14.42,17,10.1,313,52.35,9.1,8.7,1.2,6905
60.39,0.72,10.87,4.35,0.24,0.48,22.95,17,10.1,313,12.08,5,8.3,0.6,6906
59.19,0.67,8.3,13,0.22,0.9,17.71,17,10.1,313,7.85,9.6,0,1.6,6907
47.34,0.95,20.36,5.8,0,3.08,22.49,17,10.1,313,17.99,8.2,7.3,1.8,6908
6.18,1.4,14.33,8.43,0,1.12,68.54,17,10.1,313,6.74,10.6,3.8,8.8,6909
