Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,gsID,idea,percentTeachersInFirstSecondYear,plan504
33.18,1.18,12.74,4.25,0.16,0.08,48.43,619.0,43.0,1252.0,10.14,286.0,9.8,9.8,2.3
12.61,0.89,35.76,6.08,0.0,0.15,44.51,619.0,43.0,1252.0,23.59,287.0,12.4,3.6,0.5
8.65,3.85,26.92,3.85,0.0,0.96,55.77,0.0,43.0,1252.0,32.69,288.0,24.9,2.8,1.5
31.91,0.49,7.69,7.53,0.0,0.0,52.37,0.0,43.0,1252.0,2.78,289.0,14.8,3.8,1.1
28.69,0.54,3.79,4.6,0.0,0.0,62.38,0.0,43.0,1252.0,3.25,290.0,11.3,3.8,0.6
12.36,18.76,52.47,3.6,0.11,1.01,11.69,0.0,43.0,1252.0,72.58,291.0,11.9,0.0,1.0
19.95,13.07,50.92,6.42,0.92,0.92,7.8,0.0,43.0,1252.0,57.34,292.0,14.1,5.6,0.0
10.98,15.74,64.43,2.62,0.33,0.98,4.92,0.0,43.0,1252.0,76.23,293.0,12.8,5.0,0.3
6.15,23.08,63.08,2.31,0.0,2.31,3.08,2.0,43.0,1252.0,72.31,294.0,24.2,17.2,10.5
56.07,8.18,22.66,5.37,0.47,0.23,7.01,2.0,43.0,1252.0,49.07,295.0,17.7,23.1,0.0
17.02,14.5,57.14,3.57,0.42,1.68,5.67,2.0,43.0,1252.0,72.27,296.0,7.0,5.9,0.0
34.18,7.85,39.24,6.84,0.0,2.03,9.87,2.0,43.0,1252.0,62.03,297.0,17.6,8.3,0.0
33.23,9.8,45.1,3.1,0.1,1.75,6.91,2.0,43.0,1252.0,68.52,298.0,15.4,0.0,0.4
11.91,13.67,32.42,10.74,0.78,1.37,29.1,2.0,43.0,1252.0,34.18,299.0,8.9,10.5,0.0
24.14,17.6,44.47,2.73,0.27,1.58,9.2,373.0,21.1,311.0,62.03,300.0,11.0,0.0,0.3
9.35,12.21,64.94,6.23,0.26,0.52,6.49,373.0,21.1,311.0,70.65,301.0,8.4,0.0,0.0
29.69,5.04,54.48,3.08,0.0,1.12,6.58,373.0,21.1,311.0,69.61,302.0,6.6,0.0,0.5
31.81,8.05,44.05,1.9,0.54,1.14,12.51,271.0,28.8,301.0,50.19,303.0,8.6,5.7,1.9
25.46,7.38,49.63,3.51,0.18,1.29,12.55,271.0,28.8,301.0,51.66,304.0,10.7,11.7,0.3
1.59,22.22,64.29,0.0,0.0,2.38,9.52,0.0,28.8,301.0,59.52,305.0,9.6,8.8,1.9
12.11,8.03,65.47,2.04,0.48,1.32,10.55,0.0,28.8,301.0,67.39,306.0,11.3,9.2,1.4
5.95,4.85,82.79,1.1,0.63,1.1,3.6,0.0,28.8,301.0,84.82,307.0,6.7,6.0,0.6
28.4,9.41,45.21,4.71,0.5,1.34,10.42,0.0,28.8,301.0,60.17,308.0,10.7,0.0,0.6
41.03,5.13,35.7,6.11,0.39,1.97,9.66,0.0,28.8,301.0,61.74,309.0,7.3,0.0,0.0
15.65,6.49,62.21,0.95,0.76,1.15,12.79,0.0,28.8,301.0,66.98,310.0,12.1,4.2,0.0
9.56,20.79,62.06,2.28,0.15,1.52,3.64,0.0,28.8,301.0,83.16,311.0,13.2,30.2,2.9
24.22,10.31,52.28,3.36,0.0,1.44,8.39,0.0,28.8,301.0,64.51,312.0,8.2,8.2,0.0
14.16,14.31,63.17,0.85,0.28,1.56,5.67,0.0,28.8,301.0,78.47,313.0,6.8,0.0,1.4
6.45,23.83,61.33,4.49,0.39,0.59,2.93,0.0,28.8,301.0,90.23,314.0,5.6,26.5,0.0
8.72,7.59,74.15,2.1,0.81,1.29,5.33,0.0,28.8,301.0,79.32,315.0,6.8,0.0,1.2
13.2,15.66,60.89,1.95,0.22,1.3,6.78,153.0,19.2,122.0,76.55,316.0,9.5,19.3,1.1
35.77,8.13,42.51,2.09,0.35,1.05,10.1,153.0,19.2,122.0,56.56,317.0,10.3,0.0,1.2
17.08,0.71,21.0,15.3,0.36,0.36,45.2,153.0,19.2,122.0,4.63,318.0,6.3,18.4,2.6
0.0,0.0,7.5,2.5,42.5,0.0,47.5,153.0,19.2,122.0,62.5,320.0,24.0,0.0,2.1
1.24,0.16,17.21,7.91,2.48,0.0,71.01,77.0,31.2,124.0,39.53,322.0,4.9,7.8,0.8
1.61,0.2,21.69,7.43,2.81,0.6,65.66,60.0,21.5,71.0,37.35,323.0,6.4,12.0,1.7
5.45,0.0,29.09,7.27,1.82,0.0,56.36,2.0,21.5,71.0,87.27,324.0,0.0,0.0,0.0
0.69,0.69,19.91,5.49,3.2,0.46,69.57,2.0,21.5,71.0,48.97,325.0,9.8,5.9,1.0
0.57,0.28,24.79,5.13,2.28,1.14,65.81,2.0,21.5,71.0,49.0,326.0,8.8,0.0,1.0
3.51,0.0,21.55,5.85,2.58,0.0,66.51,2.0,21.5,71.0,58.08,327.0,9.5,6.2,1.2
1.08,0.0,14.52,7.26,2.69,0.0,74.46,2.0,21.5,71.0,50.81,328.0,5.8,0.0,1.4
1.2,1.2,13.2,5.6,2.0,0.0,76.8,2.0,21.5,71.0,47.2,329.0,10.3,0.0,0.9
3.08,1.03,15.9,11.28,3.08,0.0,65.64,2.0,21.5,71.0,70.77,330.0,10.2,0.0,0.0
0.0,0.0,31.02,3.7,2.78,0.0,62.5,2.0,21.5,71.0,59.26,331.0,9.2,0.0,2.2
1.27,0.63,15.56,6.03,2.54,0.0,73.97,2.0,21.5,71.0,41.59,332.0,16.6,0.0,0.0
0.0,0.0,16.22,2.7,3.6,0.0,77.48,2.0,21.5,71.0,81.98,333.0,13.1,0.0,0.0
2.03,2.28,38.73,2.28,0.51,0.51,53.67,2.0,21.5,71.0,76.96,334.0,14.5,6.7,0.0
3.55,2.37,34.32,4.14,0.59,0.0,55.03,0.0,6.6,71.0,58.58,335.0,16.8,9.1,0.0
0.0,0.0,19.35,0.0,3.23,0.0,77.42,0.0,6.6,71.0,51.61,337.0,0.0,0.0,0.0
8.1,3.17,19.37,3.17,1.94,1.23,63.03,0.0,6.6,71.0,48.77,338.0,13.4,0.0,0.6
10.39,2.53,43.26,6.46,2.81,0.0,34.55,0.0,6.6,71.0,84.27,339.0,17.8,8.2,0.0
7.07,3.95,24.87,3.62,1.22,0.56,58.71,264.0,28.8,460.0,33.28,340.0,12.1,1.7,0.6
5.02,4.53,30.91,5.18,1.78,0.65,51.94,264.0,28.8,460.0,49.84,341.0,10.4,4.1,0.4
14.24,6.33,27.22,8.23,3.16,0.63,40.19,264.0,28.8,460.0,86.39,342.0,13.5,18.8,0.0
1.98,1.98,32.18,5.94,2.97,0.5,54.46,0.0,28.8,460.0,69.31,344.0,12.1,8.2,3.3
1.1,0.82,17.03,6.32,0.55,0.55,73.63,0.0,28.8,460.0,42.03,346.0,12.7,21.9,0.0
5.91,3.35,25.39,6.3,1.18,0.59,57.28,0.0,28.8,460.0,61.42,347.0,8.6,0.0,0.0
6.62,1.07,18.25,9.48,0.72,0.72,63.15,0.0,28.8,460.0,35.06,348.0,10.4,0.0,0.4
10.58,2.12,36.54,4.62,3.27,0.77,42.12,0.0,28.8,460.0,76.15,349.0,8.4,10.6,0.4
6.72,3.48,14.93,5.97,0.75,1.74,66.42,0.0,28.8,460.0,51.49,350.0,14.5,5.6,0.5
5.78,4.1,25.54,6.02,0.48,0.24,57.83,0.0,28.8,460.0,44.34,352.0,9.9,11.7,0.6
8.31,1.82,19.6,2.64,1.43,1.05,65.14,247.0,16.5,236.0,32.93,354.0,10.6,1.2,0.8
1.01,0.67,65.94,2.87,2.02,0.17,27.32,247.0,16.5,236.0,52.45,355.0,4.1,9.1,0.4
3.79,0.28,18.65,3.79,1.26,0.28,71.95,247.0,16.5,236.0,30.86,356.0,6.9,2.0,0.3
6.5,1.36,13.29,3.17,0.91,0.0,74.77,247.0,16.5,236.0,20.39,357.0,10.8,4.3,0.3
8.02,4.26,22.09,3.6,2.13,0.98,58.92,247.0,16.5,236.0,48.61,358.0,7.3,1.6,0.0
0.46,0.23,21.46,5.94,0.0,0.0,71.92,247.0,16.5,236.0,41.1,359.0,9.0,0.0,1.0
0.0,1.05,19.16,2.09,1.74,0.0,75.96,60.0,14.9,25.0,32.75,360.0,8.9,4.5,2.8
0.39,0.78,19.38,3.49,1.16,0.0,74.81,60.0,14.9,25.0,34.88,361.0,9.3,0.0,1.6
0.0,0.0,9.09,36.36,27.27,0.0,27.27,60.0,14.9,25.0,81.82,363.0,0.0,44.4,0.0
0.0,0.0,16.96,8.04,0.89,0.0,74.11,60.0,14.9,25.0,65.18,364.0,15.2,14.3,0.0
0.0,0.0,61.76,8.82,0.0,0.0,29.41,2.0,10.5,25.0,70.59,366.0,0.0,0.0,0.0
2.76,0.32,57.7,0.81,0.65,0.32,37.44,149.0,10.0,44.0,51.86,367.0,9.9,6.9,0.3
2.99,0.3,59.7,0.3,0.3,0.6,35.82,149.0,10.0,44.0,70.45,368.0,10.6,14.3,0.0
2.09,0.42,52.09,4.6,0.42,0.21,40.17,149.0,10.0,44.0,62.13,370.0,12.4,10.0,0.5
6.88,0.0,37.68,5.07,0.72,0.0,49.64,149.0,10.0,44.0,39.49,371.0,7.5,7.3,1.3
6.47,2.94,17.65,14.12,5.88,0.0,52.94,149.0,10.0,44.0,98.24,372.0,5.9,0.0,0.0
13.64,3.79,15.53,8.71,6.06,0.0,52.27,149.0,10.0,44.0,79.92,373.0,15.2,0.0,0.6
9.33,3.35,24.4,11.96,3.35,0.72,46.89,149.0,10.0,44.0,84.21,375.0,21.4,4.3,0.0
1.68,0.72,16.11,8.65,4.81,0.24,67.79,149.0,10.0,44.0,57.21,376.0,10.9,0.0,0.8
2.0,3.0,13.8,14.4,4.4,0.4,62.0,149.0,10.0,44.0,80.4,377.0,17.3,9.1,0.3
23.71,7.29,18.24,9.73,5.47,0.0,35.56,149.0,10.0,44.0,90.88,378.0,24.7,0.0,0.7
8.79,2.75,23.17,5.49,8.42,0.37,51.01,80.0,10.4,51.0,63.64,380.0,11.1,1.9,0.8
25.59,2.99,15.07,4.75,5.37,0.31,45.92,67.0,11.2,40.0,70.07,381.0,10.7,4.2,1.1
1.55,0.78,22.48,20.93,7.75,0.0,46.51,0.0,11.2,40.0,86.82,382.0,14.6,0.0,2.5
0.0,0.0,40.0,10.0,0.0,0.0,50.0,0.0,11.2,40.0,70.0,383.0,0.0,0.0,0.0
4.01,1.0,36.34,10.53,5.76,0.25,42.11,0.0,11.2,40.0,76.94,384.0,8.3,0.0,3.2
3.35,1.12,32.96,10.43,5.03,0.19,46.93,0.0,11.2,40.0,83.24,385.0,8.7,0.0,0.7
0.75,0.37,10.82,4.1,3.36,0.0,80.6,0.0,11.2,40.0,75.0,387.0,9.0,0.0,0.0
0.0,1.3,10.82,5.63,2.16,0.0,80.09,0.0,11.2,40.0,54.11,388.0,4.2,16.7,0.0
1.27,0.0,8.28,7.01,0.64,0.0,82.8,0.0,11.2,40.0,31.85,391.0,3.3,0.0,1.6
1.05,0.0,17.83,7.87,1.4,0.35,71.5,0.0,11.2,40.0,64.86,392.0,7.8,0.0,0.3
1.66,0.65,11.63,7.66,0.74,0.09,77.56,66.0,11.3,79.0,52.54,393.0,17.3,14.3,0.2
0.99,0.0,17.53,8.89,0.49,0.49,71.6,66.0,11.3,79.0,66.91,394.0,14.8,22.6,0.4
1.53,0.65,13.07,7.41,1.31,0.0,76.03,66.0,11.3,79.0,78.43,395.0,13.0,7.9,0.0
0.71,0.89,14.08,7.66,1.07,0.0,75.58,66.0,11.3,79.0,65.06,396.0,9.2,5.9,0.8
1.01,1.01,15.15,13.13,0.0,0.0,69.7,0.0,11.3,79.0,84.85,397.0,20.4,0.0,2.0
0.0,1.75,19.3,14.04,3.51,0.0,61.4,0.0,11.3,79.0,94.74,398.0,6.9,0.0,3.4
29.83,2.63,12.17,4.77,5.01,0.48,45.11,0.0,11.3,79.0,87.59,399.0,9.4,0.0,0.5
33.2,0.77,10.42,10.81,2.7,0.77,41.31,0.0,11.3,79.0,89.58,400.0,8.9,0.0,0.0
24.62,1.51,14.9,7.56,3.46,0.86,47.08,0.0,11.3,79.0,94.38,401.0,11.1,0.0,0.0
11.38,0.84,7.73,7.66,0.0,0.35,72.03,480.0,44.5,664.0,3.16,402.0,10.1,0.0,1.8
16.38,0.77,8.23,10.69,0.08,0.08,63.77,484.0,47.2,763.0,2.08,403.0,9.7,9.8,2.6
15.84,2.81,10.47,3.86,0.39,0.33,66.3,402.0,38.8,676.0,8.57,405.0,8.2,7.6,1.9
15.1,1.7,8.28,10.88,0.16,0.57,63.31,462.0,49.0,799.0,1.14,406.0,9.0,7.4,2.1
5.23,22.14,49.0,2.56,0.83,1.06,19.19,143.0,15.4,61.0,70.91,407.0,12.8,3.5,2.4
3.59,23.4,58.24,3.72,0.8,1.46,8.78,143.0,15.4,61.0,89.89,408.0,12.0,6.5,0.9
4.64,18.0,45.64,5.38,0.37,2.04,23.93,143.0,15.4,61.0,76.25,409.0,7.0,3.8,0.7
11.04,39.04,36.41,3.95,0.82,0.49,8.24,143.0,15.4,61.0,71.83,411.0,13.5,9.7,1.2
13.78,34.51,29.78,4.03,0.49,1.03,16.37,614.0,16.6,262.0,54.26,412.0,12.0,11.2,1.8
1.58,21.15,61.46,7.11,0.59,0.79,7.31,614.0,16.6,262.0,94.47,413.0,7.6,4.5,0.4
11.4,30.75,36.77,5.38,0.43,0.86,14.41,614.0,16.6,262.0,62.37,414.0,14.9,4.2,0.0
2.65,16.82,61.44,4.35,0.38,0.38,13.99,614.0,16.6,262.0,88.66,415.0,6.2,0.0,0.4
15.82,9.69,28.06,4.08,0.0,1.02,41.33,614.0,16.6,262.0,27.55,416.0,0.0,0.0,0.0
2.1,33.57,46.85,2.8,2.1,2.1,10.49,0.0,16.6,262.0,76.22,417.0,17.2,10.0,2.2
11.25,31.67,38.75,9.58,0.42,0.42,7.92,0.0,16.6,262.0,72.5,418.0,18.2,3.8,0.9
2.15,28.67,52.51,5.73,0.72,2.51,7.71,0.0,16.6,262.0,94.44,419.0,7.3,0.0,0.4
5.47,22.81,53.44,2.81,0.78,1.25,13.44,0.0,16.6,262.0,84.69,420.0,10.5,3.6,1.0
12.22,29.67,31.94,8.55,0.52,0.35,16.75,0.0,16.6,262.0,58.29,421.0,9.8,0.0,0.6
4.18,19.31,48.56,4.09,0.93,1.95,20.98,0.0,16.6,262.0,75.3,422.0,15.2,5.4,1.4
5.28,13.51,46.89,6.99,0.47,1.24,25.62,0.0,16.6,262.0,62.89,423.0,14.3,0.0,1.9
7.04,21.93,54.99,5.4,0.49,1.15,9.0,0.0,16.6,262.0,90.02,424.0,9.1,0.0,1.3
5.0,2.9,39.03,5.0,0.48,0.16,47.42,0.0,16.6,262.0,33.06,425.0,15.5,0.0,2.7
9.62,7.65,25.6,4.3,0.69,0.6,51.55,0.0,16.6,262.0,22.68,426.0,11.8,0.0,1.8
3.55,5.07,39.19,5.74,0.68,0.68,45.1,0.0,16.6,262.0,30.07,428.0,9.5,0.0,0.5
6.72,6.3,36.18,3.84,0.64,1.17,45.14,0.0,16.6,262.0,34.26,429.0,12.3,0.0,3.8
7.52,4.89,23.12,7.89,0.94,0.19,55.45,0.0,16.6,262.0,16.92,430.0,13.3,0.0,0.6
2.6,3.6,29.0,4.6,3.8,1.0,55.4,0.0,16.6,262.0,36.6,432.0,10.2,0.0,1.4
5.58,4.19,20.24,2.09,2.79,1.57,63.53,0.0,16.6,262.0,26.7,433.0,8.0,2.2,6.3
4.29,5.71,5.71,20.0,0.0,0.0,64.29,0.0,16.6,262.0,8.57,434.0,11.1,0.0,0.0
19.25,18.45,34.49,7.49,0.53,0.53,19.25,0.0,16.6,262.0,69.79,435.0,12.0,6.2,0.0
18.99,19.9,32.38,11.18,1.43,0.13,15.99,0.0,16.6,262.0,76.46,436.0,7.4,0.0,0.0
23.72,17.35,30.97,8.14,0.18,0.88,18.76,31.0,19.5,57.0,55.58,437.0,13.0,13.8,0.0
6.52,30.43,30.43,8.7,0.0,0.0,23.91,0.0,19.5,57.0,69.57,438.0,12.5,0.0,0.0
1.5,0.75,39.33,4.31,0.0,0.94,53.18,0.0,19.5,57.0,40.82,439.0,13.2,0.0,2.1
10.65,0.5,8.9,5.01,0.13,0.13,74.69,0.0,19.5,57.0,1.38,440.0,16.7,6.7,0.5
6.46,1.52,8.56,11.79,0.0,0.19,71.48,0.0,19.5,57.0,0.57,441.0,7.1,5.3,0.4
10.44,1.47,11.36,8.42,0.18,0.0,68.13,0.0,19.5,57.0,4.4,442.0,7.1,4.3,0.4
8.23,0.82,5.76,12.55,0.41,0.0,72.22,0.0,19.5,57.0,2.47,443.0,12.9,4.5,1.5
12.79,0.98,7.13,5.08,0.0,0.0,74.02,0.0,19.5,57.0,3.03,444.0,9.6,8.2,1.1
8.35,10.79,41.01,1.79,0.5,0.8,36.78,314.0,13.6,194.0,35.25,445.0,12.2,13.7,3.3
5.06,22.78,39.87,1.27,0.63,1.27,29.11,0.0,13.6,194.0,51.27,446.0,18.5,7.7,5.5
3.8,6.2,36.77,7.68,0.56,0.44,44.54,254.0,26.1,432.0,32.77,447.0,13.8,17.1,5.6
8.06,2.71,27.48,9.41,0.17,0.25,51.91,93.0,23.5,216.0,28.07,448.0,9.9,3.1,1.5
4.85,1.31,24.25,12.31,0.19,0.93,56.16,93.0,23.5,216.0,12.87,449.0,4.5,5.9,0.0
2.81,2.81,53.06,10.97,0.0,0.51,29.85,93.0,23.5,216.0,59.69,450.0,10.3,4.8,0.9
1.05,8.42,30.53,14.74,2.11,1.05,42.11,0.0,23.5,216.0,50.53,451.0,14.5,0.0,3.4
7.38,2.17,29.33,11.71,0.2,0.69,48.52,0.0,23.5,216.0,33.86,452.0,8.9,5.3,1.8
9.32,1.9,24.52,15.02,0.19,0.0,49.05,0.0,23.5,216.0,15.97,453.0,5.9,0.0,1.3
2.74,3.99,34.91,13.97,0.25,0.0,44.14,0.0,23.5,216.0,41.4,454.0,13.5,0.0,1.0
12.94,0.25,6.72,13.18,0.5,0.0,66.42,0.0,23.5,216.0,1.0,455.0,9.2,4.8,1.0
14.76,0.76,9.16,13.74,0.0,0.0,61.58,0.0,23.5,216.0,1.27,457.0,9.3,0.0,0.6
18.94,0.73,9.99,11.75,0.0,0.0,58.59,0.0,23.5,216.0,1.91,458.0,9.7,6.4,1.6
19.76,1.46,8.78,15.85,0.24,0.24,53.66,0.0,23.5,216.0,2.2,459.0,6.9,0.0,1.1
8.93,3.7,35.08,11.11,0.44,0.0,40.74,0.0,23.5,216.0,28.98,461.0,13.5,4.7,1.0
16.99,1.79,17.89,11.09,0.18,0.54,51.52,0.0,23.5,216.0,11.45,462.0,5.6,5.6,2.8
4.5,14.21,66.91,7.91,0.18,2.34,3.96,0.0,23.5,216.0,94.42,463.0,4.4,4.2,0.0
2.31,1.01,93.5,1.16,0.0,0.87,1.16,0.0,23.5,216.0,93.06,464.0,6.4,10.0,1.0
14.41,3.48,23.45,3.48,0.4,0.55,54.25,234.0,22.3,368.0,21.61,466.0,5.3,9.0,2.6
12.09,4.89,45.34,3.02,0.64,0.64,33.38,133.0,16.3,134.0,46.95,467.0,12.3,7.0,1.8
0.0,10.26,87.18,0.0,0.0,0.0,2.56,0.0,2.6,134.0,74.36,468.0,19.2,9.2,3.8
9.1,2.56,16.93,7.25,1.28,0.14,62.73,0.0,2.6,134.0,16.93,469.0,7.2,0.0,3.2
8.65,5.19,54.12,3.56,0.51,1.42,26.55,0.0,2.6,134.0,63.28,470.0,11.5,6.8,1.5
9.21,3.56,48.54,9.41,0.42,2.51,26.36,0.0,2.6,134.0,66.32,471.0,13.5,9.4,2.1
8.08,6.13,65.46,7.52,0.0,1.11,11.7,0.0,2.6,134.0,80.78,472.0,10.8,0.0,0.0
18.31,1.25,11.41,7.86,0.19,0.96,60.02,0.0,2.6,134.0,9.59,473.0,5.3,2.7,3.4
0.0,7.14,78.57,0.0,0.0,0.0,14.29,0.0,2.6,134.0,78.57,474.0,0.0,47.6,0.0
16.75,3.25,35.0,11.5,0.25,0.25,33.0,0.0,2.6,134.0,31.0,476.0,8.4,6.6,0.5
9.56,2.03,31.66,13.86,0.0,0.48,42.41,0.0,2.6,134.0,30.47,477.0,9.5,3.6,1.3
12.99,2.03,20.66,14.24,0.16,0.63,49.3,0.0,2.6,134.0,15.02,478.0,10.0,4.2,2.1
2.94,1.13,89.13,5.21,0.0,0.0,1.59,0.0,2.6,134.0,92.64,481.0,4.2,16.5,0.4
17.51,2.71,29.78,9.57,0.18,0.18,40.07,0.0,2.6,134.0,18.23,482.0,5.6,0.0,0.3
9.15,3.92,40.09,11.98,0.22,0.22,34.42,0.0,2.6,134.0,45.32,483.0,21.1,0.0,1.7
9.44,1.35,14.46,26.59,0.12,0.0,48.04,0.0,2.6,134.0,8.21,484.0,5.1,3.3,1.6
9.79,9.49,66.64,3.29,0.08,2.37,8.34,83.0,10.1,59.0,75.21,485.0,10.9,11.2,2.1
22.39,2.13,10.94,4.88,0.5,1.0,58.16,293.0,25.4,382.0,9.19,486.0,6.6,10.8,2.3
6.39,3.27,83.06,3.12,0.0,0.45,3.71,293.0,25.4,382.0,91.83,488.0,14.4,29.2,1.0
2.15,9.51,55.21,4.6,0.0,1.84,26.69,0.0,0.3,382.0,65.95,489.0,11.7,40.6,4.8
16.59,3.41,31.54,7.64,0.81,0.81,39.19,0.0,0.3,382.0,35.12,490.0,8.6,6.3,1.8
9.54,1.88,21.24,13.15,0.14,0.14,53.9,0.0,0.3,382.0,19.94,491.0,5.8,7.2,0.0
9.21,3.36,35.64,7.37,0.11,1.19,43.12,0.0,0.3,382.0,35.75,492.0,9.2,11.4,2.3
0.0,8.33,41.67,0.0,0.0,0.0,50.0,0.0,3.8,382.0,62.5,493.0,0.0,0.0,4.7
4.96,7.17,78.31,5.51,0.37,0.55,3.13,0.0,3.8,382.0,90.07,494.0,6.1,0.0,0.0
8.82,12.32,69.52,2.33,0.13,1.04,5.84,0.0,3.8,382.0,88.85,495.0,14.5,10.8,0.5
21.32,3.02,20.19,7.55,0.38,0.38,47.17,0.0,3.8,382.0,8.87,496.0,3.0,0.0,1.2
20.28,3.43,35.19,3.54,0.0,0.32,37.23,0.0,3.8,382.0,33.91,497.0,5.5,12.0,2.4
2.25,4.13,87.8,3.19,0.19,0.19,2.25,0.0,3.8,382.0,93.43,498.0,3.9,3.6,0.0
15.21,3.33,34.38,16.04,0.0,0.83,30.21,0.0,3.8,382.0,36.67,499.0,14.8,4.6,0.0
8.44,0.31,17.94,12.42,0.0,0.15,60.74,0.0,3.8,382.0,13.5,500.0,9.7,4.3,0.3
4.81,10.58,53.85,3.85,0.96,0.0,25.96,0.0,3.8,382.0,51.92,501.0,0.0,20.0,2.9
7.04,5.78,58.84,10.47,0.18,2.35,15.34,0.0,3.8,382.0,71.66,502.0,9.6,4.1,0.0
13.9,3.25,22.2,12.27,0.0,0.54,47.83,0.0,3.8,382.0,21.48,503.0,13.2,4.3,0.7
16.09,0.86,12.88,17.17,0.0,0.43,52.58,0.0,3.8,382.0,6.87,504.0,9.1,0.0,0.8
16.08,2.62,34.78,5.36,0.0,0.34,40.82,0.0,3.8,382.0,36.6,505.0,10.1,10.2,4.4
15.56,0.49,10.37,17.18,0.32,0.16,55.92,0.0,3.8,382.0,6.16,506.0,3.8,2.3,1.2
6.45,3.81,44.87,8.5,0.59,1.47,34.31,0.0,3.8,382.0,43.99,507.0,15.7,0.0,0.0
14.54,1.75,34.09,10.03,0.75,0.5,38.35,0.0,3.8,382.0,37.34,508.0,11.4,0.0,1.6
7.72,3.58,62.15,7.34,0.19,1.51,17.51,0.0,3.8,382.0,77.4,509.0,4.8,0.0,0.7
4.91,2.14,82.26,3.63,0.0,1.28,5.77,0.0,3.8,382.0,83.55,510.0,6.8,0.0,1.4
6.5,4.57,72.08,2.99,0.53,0.53,12.82,76.0,20.0,91.0,74.71,511.0,9.7,10.1,1.3
9.41,9.8,46.67,1.96,0.26,0.92,30.98,76.0,20.0,91.0,47.19,512.0,13.9,3.9,2.2
2.89,3.85,46.24,3.08,0.58,0.19,43.16,76.0,20.0,91.0,36.8,513.0,19.1,0.0,1.9
2.3,4.6,73.33,2.53,0.92,0.0,16.32,76.0,20.0,91.0,72.64,514.0,17.3,0.0,1.4
6.94,7.52,46.18,3.82,0.0,0.12,35.42,76.0,20.0,91.0,43.17,515.0,22.5,0.0,2.7
3.25,8.8,45.32,0.38,0.96,1.15,40.15,76.0,20.0,91.0,45.32,516.0,14.3,0.0,0.8
13.02,0.98,7.37,11.06,0.49,0.0,67.08,76.0,20.0,91.0,0.0,517.0,7.5,11.9,4.1
18.96,1.13,2.71,6.09,0.23,0.0,70.88,76.0,20.0,91.0,0.68,518.0,6.5,8.8,1.0
17.09,2.35,5.25,4.36,0.67,0.34,69.94,76.0,20.0,91.0,0.45,519.0,8.9,4.5,4.8
17.99,0.0,4.37,4.63,0.26,0.0,72.75,76.0,20.0,91.0,0.77,520.0,6.7,22.4,1.8
23.82,0.5,6.2,5.46,0.25,0.25,63.52,76.0,20.0,91.0,0.99,521.0,9.7,9.4,0.6
7.16,12.8,71.04,2.82,0.43,1.63,4.12,76.0,20.0,91.0,82.1,522.0,7.8,12.3,0.3
8.77,14.37,63.62,4.1,0.19,1.12,7.84,76.0,20.0,91.0,75.0,523.0,5.1,9.7,0.8
3.92,10.11,74.66,2.87,0.6,1.66,6.18,76.0,20.0,91.0,78.43,524.0,8.6,16.4,0.0
6.74,18.88,61.46,4.05,0.19,0.58,8.09,76.0,20.0,91.0,82.08,525.0,14.2,7.4,0.6
8.13,20.91,57.64,3.14,0.11,2.38,7.69,76.0,20.0,91.0,74.97,526.0,8.5,14.0,2.1
9.05,11.85,67.51,4.13,0.0,2.4,5.06,76.0,20.0,91.0,78.43,527.0,7.6,17.2,0.5
6.9,13.5,70.09,4.91,0.15,0.31,4.14,76.0,20.0,91.0,81.9,528.0,8.2,12.1,0.0
10.38,19.24,59.81,3.05,0.16,1.86,5.49,197.0,13.4,169.0,68.68,529.0,7.2,12.4,1.0
2.3,25.81,64.52,2.76,0.0,0.92,3.69,0.0,13.4,169.0,74.19,530.0,10.8,18.2,0.0
12.25,28.22,45.89,6.2,0.31,1.24,5.89,0.0,13.4,169.0,78.29,531.0,5.1,12.1,0.0
6.37,7.74,79.36,3.19,0.15,0.3,2.88,0.0,13.4,169.0,82.55,532.0,8.5,7.4,0.3
11.64,1.06,8.73,12.96,0.26,0.0,65.34,0.0,13.4,169.0,2.12,533.0,6.1,0.0,1.2
37.35,1.34,10.55,9.21,0.17,0.17,41.21,0.0,13.4,169.0,3.18,534.0,4.8,4.0,1.2
9.72,0.35,9.2,9.55,0.0,0.0,71.18,0.0,13.4,169.0,1.74,535.0,5.3,8.3,1.4
35.58,1.65,12.52,7.74,0.16,0.33,42.01,0.0,13.4,169.0,3.95,536.0,12.3,4.6,1.2
27.63,2.59,11.92,8.7,0.11,0.37,48.67,594.0,31.9,1106.0,4.91,537.0,7.6,8.5,3.3
33.63,1.45,16.09,8.5,0.18,0.54,39.6,594.0,31.9,1106.0,6.33,538.0,13.1,0.0,2.2
6.98,9.3,20.93,6.98,0.0,2.33,53.49,0.0,1.9,1106.0,23.26,539.0,49.1,0.0,13.2
26.48,2.36,12.82,9.44,0.0,0.84,48.06,0.0,1.9,1106.0,2.19,540.0,12.3,5.3,0.8
44.35,1.74,11.01,8.12,0.43,0.58,33.77,0.0,1.9,1106.0,4.93,541.0,7.7,0.0,2.2
