Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,gsID,idea,percentTeachersInFirstSecondYear,plan504
8.75,0.19,5.89,9.32,0.0,0.0,75.86,0.0,1.9,1106.0,0.95,542.0,4.3,0.0,1.7
12.95,0.63,8.53,12.01,0.0,0.0,65.88,0.0,1.9,1106.0,3.63,543.0,5.9,0.0,1.2
36.84,2.12,9.79,7.11,0.28,0.46,43.4,0.0,1.9,1106.0,3.88,544.0,7.9,5.8,2.9
6.97,0.0,10.37,8.91,0.0,0.0,73.74,0.0,1.9,1106.0,3.4,545.0,8.7,12.5,2.4
14.11,0.18,9.11,10.54,0.0,0.0,66.07,0.0,1.9,1106.0,1.96,546.0,14.3,0.0,0.9
18.74,0.89,7.88,6.09,0.34,0.17,65.89,445.0,28.6,829.0,2.26,547.0,5.8,4.8,5.1
50.93,1.55,11.65,7.14,0.16,0.16,28.42,445.0,28.6,829.0,5.43,548.0,2.9,0.0,0.7
27.12,1.28,12.62,6.71,0.1,0.59,51.58,445.0,28.6,829.0,5.82,549.0,7.6,9.1,4.3
9.26,0.8,7.65,7.85,0.0,0.0,74.45,445.0,28.6,829.0,1.81,550.0,5.4,12.7,0.4
8.18,0.81,8.75,5.37,0.05,0.05,76.8,547.0,33.3,845.0,1.95,551.0,9.1,7.6,3.8
7.76,0.34,10.79,6.91,0.51,0.17,73.52,547.0,33.3,845.0,2.7,552.0,9.9,11.7,2.0
18.66,0.78,8.71,8.71,0.16,0.31,62.67,547.0,33.3,845.0,1.24,553.0,4.3,0.0,2.4
33.56,0.68,9.2,9.88,0.0,0.0,46.68,547.0,33.3,845.0,2.73,554.0,6.6,0.0,0.6
30.28,2.82,14.44,12.5,0.0,0.35,39.61,547.0,33.3,845.0,5.11,555.0,7.6,12.8,1.3
9.52,0.15,9.21,9.67,0.0,0.3,71.15,547.0,33.3,845.0,0.91,556.0,7.5,0.0,0.6
9.51,1.26,7.26,7.89,0.0,0.09,73.99,547.0,33.3,845.0,1.88,557.0,8.2,5.5,1.9
20.77,3.87,16.5,12.83,0.2,0.41,45.42,547.0,33.3,845.0,12.02,558.0,7.3,17.4,0.4
22.67,1.43,17.42,5.97,0.24,0.0,52.27,547.0,33.3,845.0,10.5,559.0,10.9,5.0,0.4
17.41,1.58,12.66,8.44,0.0,0.26,59.63,547.0,33.3,845.0,15.04,560.0,7.6,5.3,0.4
14.89,2.84,11.35,6.38,0.95,0.0,63.59,547.0,33.3,845.0,4.73,561.0,27.2,8.7,0.4
17.16,2.9,13.52,3.73,0.17,0.5,62.02,547.0,33.3,845.0,10.78,562.0,12.2,1.0,4.2
12.5,0.51,15.31,8.67,0.0,0.26,62.76,547.0,33.3,845.0,9.44,563.0,8.0,16.7,0.9
11.55,20.63,62.38,1.49,0.0,1.32,2.64,547.0,33.3,845.0,87.79,565.0,6.5,20.0,0.3
2.11,5.1,89.98,0.7,0.0,0.0,2.11,547.0,33.3,845.0,95.08,567.0,10.0,0.0,0.0
25.35,22.28,28.69,5.29,0.28,0.0,18.11,547.0,33.3,845.0,57.1,568.0,17.6,11.1,0.5
4.01,26.89,63.92,1.42,0.0,2.12,1.65,547.0,33.3,845.0,95.05,569.0,11.7,5.6,0.9
18.68,23.21,42.26,1.32,0.38,0.94,13.21,547.0,33.3,845.0,75.85,570.0,13.7,10.8,1.2
20.62,23.18,43.57,1.58,0.08,1.28,9.71,63.0,24.3,133.0,68.1,571.0,16.1,28.0,1.2
4.05,4.73,89.05,0.68,0.14,0.27,1.08,63.0,24.3,133.0,94.73,573.0,8.7,6.9,0.3
3.46,6.75,86.0,0.16,0.16,0.16,3.29,63.0,24.3,133.0,95.22,574.0,12.6,3.6,0.6
22.11,27.64,27.29,1.75,0.35,0.7,20.15,192.0,30.6,228.0,51.08,575.0,11.3,14.9,1.2
13.17,12.32,37.82,4.2,0.84,0.56,31.09,192.0,30.6,228.0,37.82,577.0,18.6,5.3,0.5
24.28,15.47,35.07,6.65,0.18,0.36,17.99,192.0,30.6,228.0,57.55,578.0,15.4,11.2,0.4
6.39,7.01,80.62,1.24,0.0,1.03,3.71,192.0,30.6,228.0,88.25,579.0,6.6,6.2,0.5
3.37,33.43,57.02,1.4,0.28,0.28,4.21,0.0,1.2,228.0,80.9,580.0,14.0,12.5,1.1
3.28,6.36,87.67,0.77,0.0,0.77,1.16,0.0,1.2,228.0,94.8,581.0,12.3,16.0,0.0
41.58,15.14,26.01,9.81,0.0,1.28,6.18,0.0,1.2,228.0,28.36,582.0,6.7,5.6,0.0
20.15,9.69,24.49,7.91,0.26,0.77,36.73,0.0,1.2,228.0,31.38,583.0,16.7,0.0,1.1
6.6,10.15,81.12,0.51,0.2,0.3,1.12,0.0,1.2,228.0,93.2,584.0,12.4,27.0,0.4
40.47,24.54,23.5,2.09,0.52,0.0,8.88,0.0,1.2,228.0,38.12,585.0,13.1,5.6,0.5
14.05,23.97,54.55,2.48,0.0,1.24,3.72,0.0,1.2,228.0,88.22,586.0,14.1,0.0,0.4
7.23,25.29,63.64,0.82,0.0,0.93,2.1,56.0,24.8,42.0,80.65,588.0,13.4,43.7,0.4
14.04,5.43,10.86,11.8,0.0,0.56,57.3,56.0,24.8,42.0,6.18,589.0,8.3,4.5,0.7
5.46,32.14,55.88,1.26,0.21,0.42,4.62,56.0,24.8,42.0,94.75,590.0,15.5,4.8,0.4
12.11,13.3,70.55,0.71,0.0,0.0,3.33,56.0,24.8,42.0,94.77,591.0,7.2,0.0,0.0
1.61,26.61,66.51,2.06,0.69,0.46,2.06,56.0,24.8,42.0,96.1,592.0,7.3,19.0,0.5
28.22,7.57,15.75,9.82,0.2,0.2,38.24,56.0,24.8,42.0,17.38,593.0,8.3,4.8,0.8
18.71,21.94,51.08,0.72,0.0,1.8,5.76,84.0,0.0,42.0,46.4,594.0,0.0,0.0,0.7
12.62,21.66,35.03,6.4,0.19,0.94,23.16,84.0,0.0,42.0,55.37,595.0,20.8,4.2,0.0
12.81,12.59,68.19,0.46,0.23,0.92,4.81,84.0,0.0,42.0,85.58,596.0,9.0,0.0,0.5
16.54,18.87,43.39,7.0,0.39,0.0,13.81,84.0,0.0,42.0,66.73,597.0,16.7,0.0,0.0
1.64,19.71,73.1,1.44,0.0,2.67,1.44,84.0,0.0,42.0,91.38,599.0,8.7,4.8,0.0
43.73,18.38,20.89,8.64,0.28,0.56,7.52,84.0,0.0,42.0,32.03,600.0,11.7,0.0,0.5
30.65,17.03,29.72,2.17,0.0,1.55,18.89,84.0,0.0,42.0,30.65,601.0,5.5,0.0,0.6
2.8,19.4,75.37,1.31,0.19,0.19,0.75,84.0,0.0,42.0,97.01,603.0,11.1,11.2,0.8
19.2,19.55,40.84,2.09,0.35,1.05,16.93,84.0,0.0,42.0,67.36,604.0,17.7,27.3,0.7
23.79,16.64,43.28,1.9,0.09,0.52,13.79,173.0,20.3,68.0,61.03,605.0,11.1,27.0,1.1
20.03,21.22,28.35,1.02,0.0,0.85,28.52,173.0,20.3,68.0,55.01,606.0,10.7,19.0,0.9
6.41,5.24,86.32,0.2,0.0,0.39,1.44,116.0,11.4,34.0,92.41,607.0,10.3,17.2,0.3
15.21,15.71,58.35,1.5,0.5,1.25,7.48,116.0,11.4,34.0,89.53,608.0,11.9,0.0,1.0
25.0,15.77,42.26,4.46,0.3,1.19,11.01,116.0,11.4,34.0,75.6,610.0,17.1,0.0,0.0
20.0,27.2,36.8,3.47,0.0,1.6,10.93,116.0,11.4,34.0,66.93,611.0,13.3,0.0,0.0
10.07,56.04,22.82,4.36,0.34,1.68,4.7,116.0,11.4,34.0,87.92,613.0,9.2,5.9,0.0
22.95,22.53,32.42,3.16,1.05,0.63,17.26,116.0,11.4,34.0,42.53,614.0,8.6,0.0,1.4
21.34,18.09,46.14,2.64,0.2,0.61,10.98,116.0,11.4,34.0,69.31,615.0,13.9,8.3,0.4
21.93,16.08,23.98,3.22,0.29,0.29,34.21,116.0,11.4,34.0,41.81,616.0,8.3,0.0,1.1
1.57,12.23,81.82,3.13,0.0,1.25,0.0,116.0,11.4,34.0,97.49,617.0,5.3,9.1,0.0
3.74,14.51,64.62,0.22,0.44,0.0,16.48,116.0,11.4,34.0,63.52,618.0,9.8,10.5,0.4
14.31,14.11,62.9,3.02,0.0,1.41,4.23,116.0,11.4,34.0,87.5,619.0,9.9,8.0,0.4
1.21,0.0,74.25,1.61,2.62,0.2,20.12,116.0,11.4,34.0,72.23,620.0,13.7,0.0,0.0
5.56,0.0,61.11,0.0,11.11,0.0,22.22,0.0,11.4,34.0,72.22,621.0,0.0,0.0,6.9
1.08,0.0,61.19,0.0,2.43,0.27,35.04,37.0,7.5,7.0,47.17,622.0,13.5,0.0,3.5
1.16,0.19,69.63,0.77,2.9,0.19,25.15,37.0,7.5,7.0,75.05,623.0,19.5,4.4,1.9
1.29,0.0,46.45,4.52,5.81,1.29,40.65,37.0,7.5,7.0,18.71,624.0,10.9,0.0,0.5
0.93,0.0,49.07,0.93,6.48,0.0,42.59,15.0,0.0,7.0,12.04,625.0,12.8,0.0,0.0
0.0,0.0,82.35,0.0,0.0,0.0,17.65,0.0,0.0,7.0,76.47,627.0,0.0,0.0,0.0
0.96,1.59,76.56,1.75,0.0,0.16,18.98,0.0,0.0,7.0,70.65,628.0,3.1,4.0,1.8
8.16,0.0,83.67,0.0,0.0,0.0,8.16,0.0,0.0,7.0,93.88,629.0,0.0,0.0,0.0
1.14,1.99,68.95,0.28,0.0,0.57,27.07,0.0,0.0,7.0,65.24,630.0,10.2,0.0,1.2
1.13,1.81,71.95,0.45,0.23,0.23,24.21,17.0,12.2,20.0,63.12,631.0,12.9,0.0,0.6
0.0,0.0,86.36,0.0,0.0,0.0,13.64,0.0,12.2,20.0,72.73,632.0,0.0,0.0,0.0
0.22,0.22,90.11,3.01,0.43,0.0,6.02,0.0,12.2,20.0,86.67,633.0,7.2,5.0,0.0
1.46,0.18,93.05,0.0,0.18,0.37,4.75,29.0,20.9,28.0,77.88,634.0,12.7,7.5,1.1
1.48,0.15,21.66,6.38,2.23,0.15,67.95,95.0,19.5,103.0,55.79,637.0,12.1,0.0,3.9
0.0,0.0,8.0,0.0,4.0,0.0,88.0,0.0,19.5,103.0,88.0,638.0,14.8,0.0,0.0
1.9,1.27,13.83,2.64,1.8,0.32,78.25,270.0,11.4,49.0,58.39,639.0,13.5,3.4,2.5
0.0,0.0,8.0,4.0,4.0,0.0,84.0,0.0,11.4,49.0,88.0,640.0,14.3,0.0,8.2
0.97,0.58,20.78,2.33,0.78,0.0,74.56,0.0,11.4,49.0,53.98,642.0,13.4,0.0,4.0
0.0,0.0,12.5,3.75,2.5,1.25,80.0,0.0,11.4,49.0,97.5,643.0,19.8,0.0,1.7
2.17,0.0,6.52,10.87,2.17,0.0,78.26,0.0,11.4,49.0,93.48,644.0,18.2,0.0,2.6
1.4,0.0,18.25,7.02,1.75,0.0,71.58,0.0,11.4,49.0,98.95,645.0,20.7,0.0,1.2
1.3,1.08,20.82,3.04,1.74,0.87,71.15,0.0,11.4,49.0,64.86,646.0,11.9,0.0,1.9
1.01,0.61,20.28,5.48,0.2,0.0,72.41,0.0,11.4,49.0,55.78,647.0,8.3,0.0,0.8
0.0,1.08,9.68,13.98,9.68,0.0,65.59,0.0,11.4,49.0,96.77,649.0,14.3,0.0,1.7
1.44,1.44,15.88,6.14,1.44,0.0,73.65,0.0,11.4,49.0,59.57,650.0,9.7,9.1,2.6
1.9,0.19,19.92,3.42,1.33,0.19,73.06,0.0,11.4,49.0,56.36,651.0,10.7,4.8,1.3
0.0,0.52,12.95,3.63,1.55,0.0,81.35,0.0,11.4,49.0,39.9,652.0,10.6,0.0,2.9
0.7,0.0,13.29,6.29,1.4,0.0,78.32,0.0,11.4,49.0,54.55,653.0,6.1,0.0,2.2
1.32,0.0,19.74,4.39,2.19,0.0,72.37,0.0,11.4,49.0,40.35,654.0,11.1,0.0,1.7
10.04,1.18,21.06,2.95,12.8,0.0,51.97,0.0,11.4,49.0,69.09,655.0,12.3,3.6,2.2
8.31,0.91,21.87,1.82,11.62,0.23,55.24,75.0,17.0,60.0,53.87,656.0,9.8,0.0,5.6
8.66,0.6,17.61,6.57,15.22,0.6,50.75,75.0,17.0,60.0,83.58,657.0,18.8,5.6,0.0
0.0,0.0,8.79,12.09,64.84,0.0,14.29,75.0,17.0,60.0,84.62,658.0,17.5,0.0,0.0
16.73,2.6,20.82,4.83,8.55,0.74,45.72,75.0,17.0,60.0,82.9,659.0,20.4,100.0,2.6
0.0,0.0,20.69,0.0,10.34,0.0,68.97,75.0,17.0,60.0,62.07,660.0,0.0,50.0,0.0
3.79,0.58,20.7,4.08,8.75,0.0,62.1,75.0,17.0,60.0,59.48,661.0,17.8,5.6,0.5
3.04,1.01,28.38,6.42,8.78,0.34,52.03,75.0,17.0,60.0,72.64,662.0,15.5,0.0,0.0
2.01,0.4,14.29,5.03,14.08,0.4,63.78,75.0,17.0,60.0,38.63,663.0,11.9,8.7,2.0
0.0,0.0,51.41,1.2,15.66,0.0,31.73,75.0,17.0,60.0,77.11,664.0,9.3,25.0,0.8
1.3,3.9,23.38,1.3,28.57,0.0,41.56,2.0,1.4,60.0,68.83,665.0,6.8,0.0,6.8
0.0,0.0,25.0,0.0,8.33,0.0,66.67,0.0,1.4,60.0,91.67,667.0,14.8,50.0,0.0
0.43,0.0,9.91,2.59,1.72,0.0,85.34,0.0,1.4,60.0,62.07,668.0,8.9,0.0,1.0
0.77,0.96,9.63,0.39,1.54,0.0,86.71,53.0,10.7,16.0,43.55,669.0,11.8,0.0,0.9
2.07,0.0,10.36,4.44,0.89,0.0,82.25,53.0,10.7,16.0,34.02,670.0,12.3,0.0,0.0
0.0,0.0,0.0,0.0,5.26,0.0,94.74,53.0,10.7,16.0,100.0,671.0,0.0,0.0,0.0
1.29,0.0,9.66,4.72,0.0,0.0,84.33,53.0,10.7,16.0,25.54,672.0,12.0,0.2,0.7
9.86,0.19,12.96,6.38,0.39,0.19,70.02,53.0,10.7,16.0,7.54,673.0,10.1,0.0,1.4
0.5,0.0,19.25,6.0,1.0,0.75,72.5,53.0,10.7,16.0,44.5,674.0,14.3,6.9,0.5
4.13,0.59,14.45,5.16,0.29,0.29,75.07,53.0,10.7,16.0,20.21,675.0,12.7,0.0,2.2
11.64,1.89,12.34,7.96,0.0,0.4,65.77,53.0,10.7,16.0,7.16,676.0,7.4,2.5,2.6
6.94,1.78,12.28,7.12,0.89,0.18,70.82,53.0,10.7,16.0,5.34,677.0,10.8,0.6,0.0
0.0,0.48,33.65,6.25,1.44,0.24,57.93,53.0,10.7,16.0,55.29,678.0,9.4,0.0,0.5
1.36,0.85,18.54,3.49,2.04,0.51,73.21,223.0,20.2,214.0,33.16,679.0,11.6,3.2,1.9
0.0,4.49,28.09,3.37,3.37,0.0,60.67,0.0,20.2,214.0,58.43,680.0,10.5,0.0,5.3
11.46,1.71,11.13,5.33,0.25,0.13,70.0,561.0,31.7,1069.0,5.58,681.0,5.3,2.3,3.2
3.09,0.45,13.1,4.95,0.67,0.17,77.56,248.0,25.3,558.0,14.29,682.0,7.1,0.0,2.3
0.0,1.88,10.94,1.88,1.88,0.0,83.44,248.0,25.3,558.0,37.19,683.0,0.0,0.0,0.0
0.0,0.63,9.43,1.26,0.0,0.63,88.05,248.0,25.3,558.0,31.45,684.0,0.0,0.0,0.0
0.85,0.85,9.69,4.56,0.85,0.57,82.62,248.0,25.3,558.0,30.48,685.0,11.0,7.9,2.4
0.0,1.41,9.54,2.12,1.77,1.06,84.1,248.0,25.3,558.0,31.45,686.0,4.0,17.7,0.0
0.0,0.0,0.0,36.84,5.26,0.0,57.89,248.0,25.3,558.0,15.79,687.0,0.0,0.0,0.0
2.47,0.16,72.16,2.47,0.0,0.0,22.73,248.0,25.3,558.0,70.68,689.0,11.5,3.6,0.4
2.04,4.08,47.96,3.06,3.06,0.0,39.8,0.0,25.3,558.0,78.57,691.0,15.4,0.0,0.0
6.88,0.86,37.54,2.1,0.67,0.19,51.77,56.0,22.9,125.0,47.47,692.0,8.2,4.0,2.0
5.91,0.12,39.6,2.72,0.59,0.12,50.95,56.0,22.9,125.0,55.08,693.0,8.8,3.1,0.2
8.98,0.59,43.75,4.49,0.0,0.0,42.19,56.0,22.9,125.0,58.01,694.0,8.4,0.0,0.4
2.73,2.1,39.5,5.25,1.05,0.21,49.16,56.0,22.9,125.0,68.7,695.0,14.6,0.0,0.0
5.77,0.0,3.85,5.77,3.85,0.0,80.77,56.0,22.9,125.0,9.62,697.0,8.8,0.0,0.0
1.19,0.0,11.9,9.52,0.0,0.0,77.38,56.0,22.9,125.0,7.14,698.0,11.6,0.0,2.1
0.87,0.43,30.09,2.16,1.73,0.0,64.72,56.0,22.9,125.0,47.84,700.0,11.5,4.2,1.4
0.51,0.17,38.55,3.37,3.54,0.17,53.7,56.0,22.9,125.0,60.44,701.0,8.6,3.3,0.3
0.0,0.0,10.71,7.14,0.0,0.0,82.14,56.0,22.9,125.0,60.71,702.0,0.0,0.0,0.0
0.78,0.78,14.73,8.53,1.55,0.0,73.64,56.0,22.9,125.0,55.04,703.0,11.9,16.7,2.8
0.0,0.68,19.18,15.75,0.68,0.0,63.7,56.0,22.9,125.0,65.75,704.0,11.8,11.1,2.4
1.08,0.27,26.95,6.74,0.54,0.0,64.42,56.0,22.9,125.0,53.1,705.0,12.6,0.0,0.5
0.93,0.0,30.61,8.64,0.47,0.0,59.35,56.0,22.9,125.0,65.19,706.0,12.1,4.8,0.5
1.26,0.42,24.0,4.21,0.63,0.0,69.47,56.0,22.9,125.0,43.58,707.0,9.4,1.8,0.4
1.82,0.52,15.63,4.17,1.56,0.0,76.3,56.0,22.9,125.0,54.95,709.0,14.5,5.2,0.0
2.25,1.29,10.61,0.96,2.25,0.32,82.32,56.0,22.9,125.0,46.62,710.0,11.2,0.0,0.0
2.06,0.23,29.36,3.9,0.0,0.0,64.45,56.0,22.9,125.0,35.78,711.0,10.3,3.6,0.6
9.3,0.7,15.81,1.63,0.7,0.93,70.93,56.0,22.9,125.0,9.77,712.0,13.9,5.0,0.5
6.82,0.23,11.59,5.23,0.0,0.0,76.14,56.0,22.9,125.0,6.82,713.0,8.2,4.7,0.4
9.82,1.01,11.96,5.92,0.25,0.0,71.03,56.0,22.9,125.0,5.16,714.0,6.6,0.0,2.0
1.89,0.94,14.86,1.18,0.94,0.71,79.48,56.0,22.9,125.0,26.65,715.0,10.2,0.0,1.7
0.0,0.0,6.25,0.0,0.0,0.0,93.75,56.0,22.9,125.0,50.0,716.0,0.0,0.0,0.0
1.64,0.0,83.61,0.0,1.09,1.09,12.57,56.0,22.9,125.0,77.05,717.0,5.4,22.2,1.0
4.19,2.26,72.9,0.97,0.0,0.0,19.68,56.0,22.9,125.0,73.87,718.0,5.4,22.2,1.0
0.0,0.0,27.12,1.69,0.0,0.0,71.19,56.0,22.9,125.0,30.51,719.0,7.4,25.0,3.7
2.5,0.0,90.0,0.0,0.83,0.0,6.67,56.0,22.9,125.0,95.0,720.0,7.5,25.0,0.0
9.22,0.0,88.48,0.0,0.46,0.0,1.84,56.0,22.9,125.0,97.24,721.0,4.9,0.0,1.0
15.79,9.87,54.27,1.45,0.68,0.27,17.67,332.0,12.6,322.0,62.84,722.0,9.4,6.1,0.9
13.02,8.3,66.95,0.72,0.72,0.43,9.87,332.0,12.6,322.0,85.69,723.0,10.4,19.6,0.0
21.31,3.85,57.85,0.8,0.64,0.16,15.38,332.0,12.6,322.0,57.05,724.0,6.6,0.0,0.0
5.0,0.0,60.45,0.91,0.0,0.0,33.64,332.0,12.6,322.0,65.0,725.0,4.4,0.0,0.0
17.19,9.74,35.82,2.58,0.14,0.72,33.81,332.0,12.6,322.0,50.14,726.0,6.5,0.0,0.3
9.51,5.06,74.39,0.61,0.61,0.31,9.51,332.0,12.6,322.0,91.87,727.0,5.9,0.0,0.5
14.07,10.12,66.05,2.59,0.25,0.62,6.3,332.0,12.6,322.0,85.06,728.0,6.2,13.8,0.2
3.94,16.54,66.14,0.79,0.79,0.0,11.81,0.0,2.4,322.0,85.83,729.0,16.7,0.0,2.0
10.91,9.26,68.72,0.82,1.65,0.0,8.64,0.0,2.4,322.0,91.36,730.0,9.2,0.0,0.0
6.21,6.91,58.11,3.39,0.56,0.14,24.68,0.0,2.4,322.0,59.66,731.0,4.5,0.0,0.3
12.77,17.03,58.58,0.13,0.65,0.26,10.58,0.0,2.4,322.0,88.65,732.0,5.1,0.0,0.0
9.58,14.65,67.89,1.69,0.42,0.14,5.63,0.0,2.4,322.0,95.07,733.0,7.8,8.7,0.6
4.24,0.0,27.54,6.36,0.0,0.0,61.86,0.0,2.4,322.0,21.19,734.0,4.2,0.0,1.5
14.16,2.76,28.46,2.83,0.6,0.52,50.67,0.0,2.4,322.0,35.69,735.0,8.4,3.6,2.2
13.03,2.58,26.98,2.69,0.7,0.18,53.82,5667.0,25.7,675.0,29.05,736.0,5.4,1.1,2.0
11.4,1.54,28.55,2.69,0.51,0.13,55.19,5667.0,25.7,675.0,31.88,737.0,9.0,0.0,3.3
11.13,2.42,39.25,2.07,1.11,0.35,43.68,5667.0,25.7,675.0,53.08,738.0,8.2,0.0,2.1
9.6,2.21,36.61,2.89,0.88,0.31,47.5,5106.0,15.5,437.0,47.26,740.0,6.9,1.0,2.3
10.74,5.54,39.47,2.82,0.67,0.33,40.43,6081.0,28.6,645.0,42.39,741.0,6.5,1.2,2.2
8.84,2.64,41.29,5.28,0.53,0.0,41.42,6081.0,28.6,645.0,56.33,742.0,9.4,3.4,1.1
13.4,3.11,28.54,5.44,0.39,0.0,49.13,6081.0,28.6,645.0,25.44,743.0,7.9,4.5,0.7
7.85,3.01,38.23,3.01,2.34,0.17,45.41,6081.0,28.6,645.0,53.42,744.0,9.1,4.4,0.3
11.22,1.95,21.1,3.66,0.73,0.24,61.1,6081.0,28.6,645.0,19.27,745.0,6.7,0.0,0.5
25.23,6.22,55.75,0.82,0.35,0.0,11.62,6081.0,28.6,645.0,77.23,747.0,5.6,3.7,0.3
7.47,3.35,37.35,3.81,0.3,0.0,47.71,6081.0,28.6,645.0,38.72,748.0,7.5,4.5,1.2
12.52,1.67,27.96,3.89,0.7,0.56,52.71,6081.0,28.6,645.0,23.37,749.0,7.9,0.0,3.2
2.38,3.81,50.95,2.38,3.33,0.48,36.67,8.0,28.6,645.0,77.62,750.0,13.5,0.0,1.9
12.43,1.5,42.37,2.4,0.75,0.75,39.82,8.0,28.6,645.0,49.85,751.0,6.8,0.0,0.3
11.09,1.68,47.23,3.03,0.67,0.5,35.8,8.0,28.6,645.0,69.24,752.0,6.9,4.0,1.7
9.7,5.09,43.32,2.21,1.25,0.29,38.14,8.0,28.6,645.0,46.01,753.0,8.1,0.0,1.7
11.55,3.3,36.47,6.93,0.5,0.33,40.92,8.0,28.6,645.0,33.66,754.0,8.1,0.0,0.7
7.48,5.08,49.65,3.39,0.99,0.56,32.86,8.0,28.6,645.0,55.29,755.0,6.1,3.6,1.9
19.97,6.03,27.44,2.44,0.29,0.14,43.68,8.0,28.6,645.0,33.62,756.0,5.7,7.3,2.2
11.68,2.47,53.62,3.45,0.82,0.33,27.63,8.0,28.6,645.0,82.4,757.0,10.2,3.6,0.3
14.52,3.7,35.21,3.97,0.68,0.68,41.23,8.0,28.6,645.0,53.84,758.0,7.7,6.9,2.2
5.37,6.67,56.11,5.37,1.11,0.0,25.37,8.0,28.6,645.0,64.26,759.0,5.0,0.0,0.8
8.16,6.21,75.53,1.75,0.39,0.0,7.96,8.0,28.6,645.0,90.87,760.0,13.7,0.0,1.1
17.96,1.88,30.28,3.39,0.63,0.25,45.6,8.0,28.6,645.0,32.54,761.0,4.4,6.9,2.2
13.05,5.15,53.13,4.23,0.74,0.0,23.71,8.0,28.6,645.0,90.07,762.0,12.4,5.6,0.9
17.01,4.53,53.64,2.61,0.96,0.82,20.44,8.0,28.6,645.0,85.32,763.0,5.2,0.0,1.0
34.87,3.7,45.85,1.66,0.26,0.0,13.67,8.0,28.6,645.0,80.08,764.0,7.7,7.0,1.1
10.72,2.81,32.69,5.1,0.35,0.0,48.33,8.0,28.6,645.0,25.83,765.0,7.9,4.5,1.3
5.67,4.09,53.07,3.94,1.57,0.79,30.87,8.0,28.6,645.0,76.22,766.0,8.2,0.0,1.6
1.53,1.53,69.33,12.88,0.92,0.0,13.8,8.0,28.6,645.0,80.98,767.0,5.7,14.3,0.0
3.08,1.54,86.15,1.54,0.0,0.0,7.69,0.0,28.6,645.0,89.23,768.0,0.0,0.0,3.8
1.55,0.78,77.52,0.78,0.0,0.0,19.38,0.0,28.6,645.0,74.42,769.0,0.0,0.0,3.8
0.0,0.0,95.65,0.0,0.0,0.0,4.35,0.0,28.6,645.0,86.96,770.0,0.0,0.0,0.0
1.86,0.93,85.12,0.68,0.0,0.0,11.41,99.0,12.8,58.0,74.89,771.0,8.7,10.6,0.6
1.74,2.21,72.83,2.21,1.26,0.32,19.43,99.0,12.8,58.0,71.72,772.0,6.9,7.7,1.1
1.14,0.91,79.73,4.1,0.46,0.0,13.67,99.0,12.8,58.0,78.59,773.0,8.1,0.0,0.5
2.75,0.34,96.11,0.46,0.0,0.0,0.34,99.0,12.8,58.0,90.85,774.0,6.8,2.7,0.0
2.18,0.0,97.28,0.0,0.27,0.0,0.27,99.0,12.8,58.0,85.83,775.0,9.8,5.0,0.0
1.74,1.49,79.4,1.74,0.5,0.0,15.14,99.0,12.8,58.0,78.16,776.0,8.4,12.5,0.5
0.35,0.0,96.16,0.0,0.0,0.17,3.32,99.0,12.8,58.0,92.32,780.0,5.8,6.5,0.0
0.0,0.0,90.0,0.0,0.0,0.0,10.0,0.0,12.8,58.0,90.0,781.0,0.0,0.0,0.0
0.15,0.3,93.49,0.0,0.0,0.0,6.07,139.0,16.1,43.0,88.46,782.0,7.6,9.5,0.6
0.19,0.77,94.58,0.0,0.0,0.0,4.45,139.0,16.1,43.0,91.68,783.0,9.1,4.0,1.9
0.0,0.0,96.89,0.0,0.0,0.0,3.11,139.0,16.1,43.0,91.93,784.0,12.5,0.0,1.2
0.0,0.0,92.31,0.0,0.0,0.0,7.69,0.0,16.1,43.0,92.31,785.0,0.0,0.0,9.1
9.59,1.04,78.24,0.0,0.39,0.13,10.62,121.0,16.0,54.0,73.96,786.0,5.7,6.1,2.0
13.2,0.0,74.46,0.87,0.0,0.22,11.26,121.0,16.0,54.0,72.73,787.0,9.9,5.3,0.5
2.9,0.83,86.31,0.0,0.0,0.0,9.96,121.0,16.0,54.0,86.72,788.0,10.3,40.0,0.9
10.09,0.67,79.6,0.22,0.45,0.0,8.97,121.0,16.0,54.0,75.34,789.0,5.2,4.8,0.5
8.58,0.69,80.62,0.51,0.17,0.0,9.43,121.0,16.0,54.0,76.84,790.0,9.9,9.1,0.8
6.92,8.01,72.94,2.18,0.24,0.24,9.47,121.0,16.0,54.0,97.21,791.0,5.0,0.0,0.8
11.03,9.06,60.42,2.11,0.45,1.21,15.71,121.0,16.0,54.0,84.89,792.0,10.1,3.3,3.0
9.47,9.69,70.93,1.98,0.88,0.22,6.83,121.0,16.0,54.0,98.02,793.0,8.6,4.8,0.4
17.08,13.89,65.28,1.25,0.42,0.28,1.81,121.0,16.0,54.0,90.69,794.0,8.6,4.0,0.6
9.37,2.06,86.03,0.63,0.79,0.32,0.79,121.0,16.0,54.0,94.76,795.0,7.6,4.0,0.8
5.77,5.27,50.41,1.81,0.82,0.33,35.58,121.0,16.0,54.0,50.41,796.0,7.8,8.0,2.2
